experiment_order,experiment_id,experiment_name,or_fallback_k,semantic_weight,lexical_and_weight,lexical_or_weight,question_id,question,strategy,rank,original_rank,doc_id,chunk_id,page_num,chunk_lang,raw_score,semantic_rank,lexical_rank,semantic_distance,lexical_score,lexical_query_mode,ts_config,rrf_k,candidate_depth,detector_name,detected_language,language_confidence,language_confidence_margin,postgres_ts_config,language_supported,fallback_to_simple,language_note,lexical_and_candidates,lexical_or_candidates_added,lexical_or_fallback_used
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,32,32,mama_es_novartis_guia-pacientes-CM_2025,p114_c01,114,es,0.0136986301369863,13.0,,0.41532039642333984,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,33,33,prostata_es_esmo_guia-para-pacientes_2022,p020_c00,20,es,0.0136986301369863,,13.0,,1.1,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,34,34,mama_es_seom_cancer-mama_2025,p015_c01,15,es,0.013513513513513514,14.0,,0.41538758094458395,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,35,35,prostata_es_esmo_guia-para-pacientes_2022,p033_c00,33,es,0.013513513513513514,,14.0,,1.1,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,36,36,prostata_es_seom_cancer-prostata_2025,p024_c02,24,es,0.013333333333333334,15.0,,0.4237997360169806,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,37,37,prostata_es_gepac_guia-cancer-de-prostata_2020,p133_c00,133,es,0.013333333333333334,,15.0,,1.1,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,38,38,prostata_es_seom_cancer-prostata_2025,p019_c00,19,es,0.013157894736842105,,16.0,,1.1,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,39,39,prostata_es_esmo_guia-para-pacientes_2022,p047_c02,47,es,0.012987012987012988,17.0,,0.4392645693263658,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,40,40,general_es_gepac_guia-toxicidad-quimioterapia_v1,p029_c00,29,es,0.012987012987012988,,17.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,41,41,mama_es_esmo_guia-para-pacientes_v1,p050_c01,50,es,0.01282051282051282,18.0,,0.4408035015580941,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,42,42,general_es_pfizer_manual-pacientes_2007,p033_c00,33,es,0.01282051282051282,,18.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,43,43,mama_es_novartis_guia-pacientes-CM_2025,p125_c00,125,es,0.012658227848101266,19.0,,0.4424705173057616,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,44,44,general_es_pfizer_manual-pacientes_2007,p059_c00,59,es,0.012658227848101266,,19.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,45,45,mama_es_esmo_guia-para-pacientes_v1,p033_c00,33,es,0.0125,,20.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,46,46,prostata_es_gepac_guia-cancer-de-prostata_2020,p062_c00,62,es,0.012345679012345678,21.0,,0.446250319480896,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,47,47,mama_es_seom_cancer-mama_2025,p020_c01,20,es,0.012345679012345678,,21.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,48,48,mama_es_esmo_guia-para-pacientes_v1,p027_c01,27,es,0.012195121951219513,22.0,,0.4464932680130005,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,49,49,prostata_es_esmo_guia-para-pacientes_2022,p037_c00,37,es,0.012195121951219513,,22.0,,1.0,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,50,50,mama_es_esmo_guia-para-pacientes_v1,p040_c00,40,es,0.012048192771084338,23.0,,0.4468133715875956,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,51,51,mama_es_novartis_guia-pacientes-CM_2025,p118_c00,118,es,0.011904761904761904,24.0,,0.4501905768996124,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,52,52,mama_es_esmo_guia-para-pacientes_v1,p022_c00,22,es,0.011904761904761904,,24.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,53,53,mama_es_esmo_guia-para-pacientes_v1,p036_c00,36,es,0.011764705882352941,,25.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,54,54,mama_es_novartis_guia-pacientes-CM_2025,p022_c00,22,es,0.011627906976744186,26.0,,0.45533719925062566,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,55,55,mama_es_esmo_guia-para-pacientes_v1,p073_c01,73,es,0.011627906976744186,,26.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,56,56,general_es_pfizer_manual-pacientes_2007,p034_c00,34,es,0.011494252873563218,27.0,,0.45712029933929443,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,57,57,mama_es_seom_cancer-mama_2025,p021_c01,21,es,0.011494252873563218,,27.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,58,58,mama_es_hureinasofia_protocolo-cancer-mama_2021,p064_c01,64,es,0.011363636363636364,28.0,,0.45722840598906267,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,59,59,prostata_es_esmo_guia-para-pacientes_2022,p003_c00,3,es,0.011363636363636364,,28.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,60,60,prostata_es_seom_cancer-prostata_2025,p023_c01,23,es,0.011235955056179775,29.0,,0.4580727219581604,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,61,61,prostata_es_gepac_guia-cancer-de-prostata_2020,p102_c00,102,es,0.011235955056179775,,29.0,,0.90000004,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,62,62,mama_es_esmo_guia-para-pacientes_v1,p048_c01,48,es,0.011111111111111112,30.0,,0.4581994252860372,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,63,63,mama_es_esmo_guia-para-pacientes_v1,p069_c00,69,es,0.01098901098901099,31.0,,0.4583573341369629,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,64,64,mama_es_esmo_guia-para-pacientes_v1,p003_c00,3,es,0.010869565217391304,,32.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,65,65,general_es_pfizer_manual-pacientes_2007,p019_c01,19,es,0.010752688172043012,33.0,,0.4606221914291382,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,66,66,general_es_pfizer_manual-pacientes_2007,p024_c01,24,es,0.010638297872340425,34.0,,0.4644736051559448,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,67,67,prostata_es_seor_guia-para-pacientes_v1,p009_c00,9,es,0.010526315789473684,35.0,,0.46512794494628906,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,68,68,mama_es_esmo_guia-para-pacientes_v1,p035_c00,35,es,0.010526315789473684,,35.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,69,69,mama_es_esmo_guia-para-pacientes_v1,p046_c01,46,es,0.010416666666666666,36.0,,0.4676031470298767,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,70,70,prostata_es_seom_cancer-prostata_2025,p019_c02,19,es,0.010309278350515464,37.0,,0.46864640712738037,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,71,71,general_es_pfizer_manual-pacientes_2007,p016_c00,16,es,0.010101010101010102,39.0,,0.47448972019614366,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,72,72,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p015_c00,15,es,0.010101010101010102,,39.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,73,73,prostata_es_seom_cancer-prostata_2025,p020_c01,20,es,0.01,40.0,,0.4751271605491638,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,74,74,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p021_c00,21,es,0.01,,40.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,75,75,general_es_pfizer_manual-pacientes_2007,p019_c00,19,es,0.009900990099009901,41.0,,0.4758499548345768,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,76,76,prostata_es_esmo_guia-para-pacientes_2022,p004_c01,4,es,0.009900990099009901,,41.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,77,77,prostata_es_esmo_guia-para-pacientes_2022,p021_c00,21,es,0.00980392156862745,,42.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,78,78,general_es_gepac_guia-toxicidad-quimioterapia_v1,p050_c01,50,es,0.009708737864077669,43.0,,0.4770454168319702,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,79,79,prostata_es_esmo_guia-para-pacientes_2022,p042_c00,42,es,0.009708737864077669,,43.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,80,80,mama_en_esmo_early-breast-cancer-guidelines_2023,p012_c01,12,en,0.009615384615384616,44.0,,0.47792792320251465,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,81,81,prostata_es_gepac_guia-cancer-de-prostata_2020,p108_c00,108,es,0.009615384615384616,,44.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,82,82,prostata_es_gepac_guia-cancer-de-prostata_2020,p089_c00,89,es,0.009523809523809525,45.0,,0.47910499572753906,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,83,83,prostata_es_gepac_guia-cancer-de-prostata_2020,p132_c00,132,es,0.009523809523809525,,45.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,84,84,general_es_gepac_guia-toxicidad-quimioterapia_v1,p036_c00,36,es,0.009433962264150943,46.0,,0.48000454902648926,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,85,85,prostata_es_seom_cancer-prostata_2025,p002_c00,2,es,0.009433962264150943,,46.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,86,86,mama_es_novartis_guia-pacientes-CM_2025,p023_c00,23,es,0.009345794392523364,47.0,,0.48109063393417706,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,87,87,prostata_es_seom_cancer-prostata_2025,p010_c00,10,es,0.009345794392523364,,47.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,88,88,mama_es_esmo_guia-para-pacientes_v1,p005_c01,5,es,0.009259259259259259,48.0,,0.48397621416903724,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,89,89,prostata_es_seom_cancer-prostata_2025,p014_c00,14,es,0.009259259259259259,,48.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,90,90,mama_es_esmo_guia-para-pacientes_v1,p029_c01,29,es,0.009174311926605505,49.0,,0.48416954278945923,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,91,91,prostata_es_seor_guia-para-pacientes_v1,p012_c00,12,es,0.009174311926605505,,49.0,,0.8,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,92,92,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p004_c02,4,en,0.00909090909090909,50.0,,0.4856463091795039,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,93,93,general_es_gepac_guia-toxicidad-quimioterapia_v1,p010_c00,10,es,0.00909090909090909,,50.0,,0.7,or_fallback,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,94,94,prostata_es_seom_cancer-prostata_2025,p022_c02,22,es,0.009009009009009009,51.0,,0.4858320951461792,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,95,95,mama_en_seom-geicam-solti_clinical-guidelines-advanced-breast-cancer_2022,p005_c01,5,en,0.008928571428571428,52.0,,0.48638296127319336,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,96,96,mama_en_seom-geicam-solti_clinical-guidelines_2022,p005_c01,5,en,0.008849557522123894,53.0,,0.48638296127319336,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,97,97,mama_es_esmo_guia-para-pacientes_v1,p025_c01,25,es,0.008771929824561403,54.0,,0.48658835887908936,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,98,98,prostata_es_gepac_guia-cancer-de-prostata_2020,p120_c01,120,es,0.008695652173913044,55.0,,0.48681139945983887,,,spanish,60,100,lingua,es,0.9648094107202967,0.9338514278116505,spanish,True,False,Using PostgreSQL 'spanish' configuration.,1,50,True
