question_id,evidence_id,claim_id,relevance_grade,support_type,review_status,reviewer_type,status,adjudication_status
Q024,Q024-E0004,Q024-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0023,Q025-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0025,Q025-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q025,Q025-E0043,Q025-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0043,Q025-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0043,Q025-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0043,Q025-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0044,Q025-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0044,Q025-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0058,Q025-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0058,Q025-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0059,Q025-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0059,Q025-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q025,Q025-E0082,Q025-C08,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q025,Q025-E0083,Q025-C06,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q026,Q026-E0006,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0006,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0011,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0032,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C18,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C19,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C20,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C21,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C23,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C24,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C25,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C26,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C27,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C31,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0041,Q026-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0042,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0043,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0044,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0052,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0059,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0064,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0065,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0066,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0069,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0076,Q026-C27,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C12,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C13,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C15,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C16,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C17,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C24,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C25,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0077,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0082,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0094,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0096,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0100,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0101,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0103,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0105,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0105,Q026-C19,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0105,Q026-C20,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0105,Q026-C18,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0107,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0111,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0115,Q026-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0115,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0115,Q026-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0117,Q026-C30,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q026,Q026-E0121,Q026-C22,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q027,Q027-E0013,Q027-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q027,Q027-E0013,Q027-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q027,Q027-E0013,Q027-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q027,Q027-E0013,Q027-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0007,Q028-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0008,Q028-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0011,Q028-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0013,Q028-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0016,Q028-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0016,Q028-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0016,Q028-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0019,Q028-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0019,Q028-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0019,Q028-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0020,Q028-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0033,Q028-C10,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q028,Q028-E0034,Q028-C10,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q028,Q028-E0035,Q028-C11,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q028,Q028-E0037,Q028-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0042,Q028-C05,2,substantial_partial,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q028,Q028-E0044,Q028-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0044,Q028-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0053,Q028-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0053,Q028-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q028,Q028-E0076,Q028-C04,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q028,Q028-E0077,Q028-C04,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q029,Q029-E0008,Q029-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0003,Q030-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0004,Q030-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0007,Q030-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0033,Q030-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0043,Q030-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q030,Q030-E0048,Q030-C03,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q031,Q031-E0014,Q031-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q031,Q031-E0014,Q031-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q031,Q031-E0026,Q031-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
