question_id,question,strategy,rank,original_rank,doc_id,chunk_id,page_num,chunk_lang,raw_distance,raw_score,detected_language,rrf_k
Q006,¿Qué es la Neutropenia?,hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p009_c00,9,es,,0.01639344262295082,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,2,2,mama_es_novartis_guia-pacientes-CM_2025,p025_c01,25,es,,0.01639344262295082,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,3,3,general_es_gepac_guia-toxicidad-quimioterapia_v1,p042_c00,42,es,,0.016129032258064516,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,4,4,general_es_gepac_guia-toxicidad-quimioterapia_v1,p043_c00,43,es,,0.015873015873015872,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,5,5,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,,0.015625,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p014_c00,14,es,,0.015384615384615385,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,7,7,prostata_es_gepac_guia-cancer-de-prostata_2020,p056_c00,56,es,,0.015151515151515152,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p177_c00,177,es,,0.014925373134328358,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,9,9,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,p007_c01,7,en,,0.014705882352941176,fr,60.0
Q006,¿Qué es la Neutropenia?,hybrid,10,10,general_es_gepac_guia-toxicidad-quimioterapia_v1,p004_c00,4,es,,0.014492753623188406,fr,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,0.20918463550668365,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,2,2,prostata_es_esmo_guia-para-pacientes_2022,p048_c01,48,es,0.29613403700983176,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,3,3,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,0.3296319645862589,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,4,4,mama_es_novartis_guia-pacientes-CM_2025,p117_c00,117,es,0.35208749771118164,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,5,5,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,0.37373602390289307,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,6,6,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,0.3816169868935939,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,7,7,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,0.38503575325012207,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p104_c00,104,es,0.38506245613098145,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,0.39848023653030396,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,semantic,10,10,prostata_es_esmo_guia-para-pacientes_2022,p047_c00,47,es,0.4039640426635742,,es,
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,,0.01639344262295082,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,2,2,prostata_es_esmo_guia-para-pacientes_2022,p048_c01,48,es,,0.016129032258064516,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,3,3,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,,0.015873015873015872,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,4,4,mama_es_novartis_guia-pacientes-CM_2025,p117_c00,117,es,,0.015625,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,5,5,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,,0.015384615384615385,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,6,6,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,,0.015151515151515152,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,7,7,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,,0.014925373134328358,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p104_c00,104,es,,0.014705882352941176,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,,0.014492753623188406,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,hybrid,10,10,prostata_es_esmo_guia-para-pacientes_2022,p047_c00,47,es,,0.014285714285714285,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,,0.03278688524590164,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,2,2,prostata_es_esmo_guia-para-pacientes_2022,p048_c01,48,es,,0.016129032258064516,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,3,3,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,,0.015873015873015872,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,4,4,mama_es_novartis_guia-pacientes-CM_2025,p117_c00,117,es,,0.015625,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,5,5,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,,0.015384615384615385,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,6,6,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,,0.015151515151515152,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,7,7,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,,0.014925373134328358,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p104_c00,104,es,,0.014705882352941176,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,,0.014492753623188406,es,60.0
Q007,¿Siempre se cae el cabello con los tratamientos de quimioterapia?,language_aware_hybrid,10,10,prostata_es_esmo_guia-para-pacientes_2022,p047_c00,47,es,,0.014285714285714285,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,0.28561156561477785,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,2,2,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,0.29238347456553604,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,3,3,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,0.293362021446228,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,4,4,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,0.33077895641326904,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,5,5,mama_es_novartis_guia-pacientes-CM_2025,p125_c00,125,es,0.36915912444347776,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,6,6,mama_es_esmo_guia-para-pacientes_v1,p043_c01,43,es,0.37255205944490677,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,7,7,prostata_es_esmo_guia-para-pacientes_2022,p047_c02,47,es,0.39426026378510703,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,8,8,mama_es_esmo_guia-para-pacientes_v1,p048_c01,48,es,0.4354133437697093,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c01,46,es,0.4444483518600464,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,semantic,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p066_c00,66,es,0.4604134994868485,,es,
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,,0.01639344262295082,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,2,2,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,,0.016129032258064516,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,3,3,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,,0.015873015873015872,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,,0.015625,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,5,5,mama_es_novartis_guia-pacientes-CM_2025,p125_c00,125,es,,0.015384615384615385,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,6,6,mama_es_esmo_guia-para-pacientes_v1,p043_c01,43,es,,0.015151515151515152,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,7,7,prostata_es_esmo_guia-para-pacientes_2022,p047_c02,47,es,,0.014925373134328358,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,8,8,mama_es_esmo_guia-para-pacientes_v1,p048_c01,48,es,,0.014705882352941176,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c01,46,es,,0.014492753623188406,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,hybrid,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p066_c00,66,es,,0.014285714285714285,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p040_c00,40,es,,0.01639344262295082,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,2,2,mama_es_novartis_guia-pacientes-CM_2025,p118_c01,118,es,,0.016129032258064516,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,3,3,general_es_pfizer_manual-pacientes_2007,p042_c00,42,es,,0.015873015873015872,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p046_c02,46,es,,0.015625,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,5,5,mama_es_novartis_guia-pacientes-CM_2025,p125_c00,125,es,,0.015384615384615385,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,6,6,mama_es_esmo_guia-para-pacientes_v1,p043_c01,43,es,,0.015151515151515152,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,7,7,prostata_es_esmo_guia-para-pacientes_2022,p047_c02,47,es,,0.014925373134328358,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,8,8,mama_es_esmo_guia-para-pacientes_v1,p048_c01,48,es,,0.014705882352941176,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p046_c01,46,es,,0.014492753623188406,es,60.0
Q008,¿En qué momento suele caer el cabello tras el tratamiento?,language_aware_hybrid,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p066_c00,66,es,,0.014285714285714285,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,1,1,prostata_es_seom_cancer-prostata_2025,p019_c01,19,es,0.3160256366699127,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,2,2,prostata_es_esmo_guia-para-pacientes_2022,p028_c00,28,es,0.32862802318501494,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,3,3,prostata_es_seom_cancer-prostata_2025,p024_c01,24,es,0.33046360793492724,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,4,4,mama_es_esmo_guia-para-pacientes_v1,p068_c00,68,es,0.3507197514819851,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,5,5,prostata_es_gepac_guia-cancer-de-prostata_2020,p064_c00,64,es,0.3561341166496277,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,6,6,prostata_es_esmo_guia-para-pacientes_2022,p056_c01,56,es,0.35824564944233483,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,7,7,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p014_c03,14,en,0.36253660917282104,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,8,8,prostata_es_seom_cancer-prostata_2025,p018_c00,18,es,0.36593979597091675,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,9,9,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c01,187,es,0.3673298736018007,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,semantic,10,10,mama_es_esmo_guia-para-pacientes_v1,p032_c00,32,es,0.37531721591949463,,es,
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,1,1,prostata_es_seom_cancer-prostata_2025,p019_c01,19,es,,0.01639344262295082,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,2,2,prostata_es_esmo_guia-para-pacientes_2022,p028_c00,28,es,,0.016129032258064516,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,3,3,prostata_es_seom_cancer-prostata_2025,p024_c01,24,es,,0.015873015873015872,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p068_c00,68,es,,0.015625,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,5,5,prostata_es_gepac_guia-cancer-de-prostata_2020,p064_c00,64,es,,0.015384615384615385,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,6,6,prostata_es_esmo_guia-para-pacientes_2022,p056_c01,56,es,,0.015151515151515152,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,7,7,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p014_c03,14,en,,0.014925373134328358,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,8,8,prostata_es_seom_cancer-prostata_2025,p018_c00,18,es,,0.014705882352941176,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,9,9,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c01,187,es,,0.014492753623188406,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,hybrid,10,10,mama_es_esmo_guia-para-pacientes_v1,p032_c00,32,es,,0.014285714285714285,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,1,1,prostata_es_seom_cancer-prostata_2025,p019_c01,19,es,,0.01639344262295082,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,2,2,prostata_es_esmo_guia-para-pacientes_2022,p028_c00,28,es,,0.016129032258064516,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,3,3,prostata_es_seom_cancer-prostata_2025,p024_c01,24,es,,0.015873015873015872,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p068_c00,68,es,,0.015625,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,5,5,prostata_es_gepac_guia-cancer-de-prostata_2020,p064_c00,64,es,,0.015384615384615385,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,6,6,prostata_es_esmo_guia-para-pacientes_2022,p056_c01,56,es,,0.015151515151515152,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,7,7,prostata_es_seom_cancer-prostata_2025,p018_c00,18,es,,0.014925373134328358,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c01,187,es,,0.014705882352941176,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p032_c00,32,es,,0.014492753623188406,es,60.0
Q009,¿Qué medicamento de quimioterapia se asocia a la TDA en el cáncer de próstata hormono-sensible meastásica CPHSm?,language_aware_hybrid,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p079_c00,79,es,,0.014285714285714285,es,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,1,1,prostata_es_gepac_guia-cancer-de-prostata_2020,p106_c00,106,es,0.5226945734827091,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,2,2,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p017_c00,17,es,0.5248716488404065,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,3,3,general_es_gepac_guia-toxicidad-quimioterapia_v1,p015_c00,15,es,0.5337916473684203,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,4,4,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,0.5394117992941079,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,5,5,mama_es_esmo_guia-para-pacientes_v1,p069_c00,69,es,0.5458224876470112,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,6,6,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p019_c03,19,en,0.5459490851775066,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,7,7,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p111_c00,111,en,0.547275397019112,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,8,8,general_es_gepac_guia-toxicidad-quimioterapia_v1,p007_c02,7,es,0.5547805891865665,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,9,9,prostata_es_seom_cancer-prostata_2025,p022_c02,22,es,0.560477005257517,,,
Q010,¿Para qué sirve el fármaco Denosumab?,semantic,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p097_c00,97,es,0.5612214411397074,,,
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,1,1,prostata_es_gepac_guia-cancer-de-prostata_2020,p106_c00,106,es,,0.01639344262295082,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,2,2,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p017_c00,17,es,,0.016129032258064516,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,3,3,general_es_gepac_guia-toxicidad-quimioterapia_v1,p015_c00,15,es,,0.015873015873015872,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,4,4,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,,0.015625,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p069_c00,69,es,,0.015384615384615385,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,6,6,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p019_c03,19,en,,0.015151515151515152,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,7,7,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p111_c00,111,en,,0.014925373134328358,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,8,8,general_es_gepac_guia-toxicidad-quimioterapia_v1,p007_c02,7,es,,0.014705882352941176,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,9,9,prostata_es_seom_cancer-prostata_2025,p022_c02,22,es,,0.014492753623188406,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,hybrid,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p097_c00,97,es,,0.014285714285714285,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,1,1,prostata_es_gepac_guia-cancer-de-prostata_2020,p106_c00,106,es,,0.01639344262295082,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,2,2,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p017_c00,17,es,,0.016129032258064516,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,3,3,general_es_gepac_guia-toxicidad-quimioterapia_v1,p015_c00,15,es,,0.015873015873015872,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,4,4,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,,0.015625,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p069_c00,69,es,,0.015384615384615385,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,6,6,mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,p019_c03,19,en,,0.015151515151515152,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,7,7,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p111_c00,111,en,,0.014925373134328358,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,8,8,general_es_gepac_guia-toxicidad-quimioterapia_v1,p007_c02,7,es,,0.014705882352941176,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,9,9,prostata_es_seom_cancer-prostata_2025,p022_c02,22,es,,0.014492753623188406,,60.0
Q010,¿Para qué sirve el fármaco Denosumab?,language_aware_hybrid,10,10,prostata_es_gepac_guia-cancer-de-prostata_2020,p097_c00,97,es,,0.014285714285714285,,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p046_c01,46,es,0.32627761363982677,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,2,2,prostata_es_seom_cancer-prostata_2025,p021_c00,21,es,0.3354870080947828,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,3,3,prostata_es_gepac_guia-cancer-de-prostata_2020,p097_c00,97,es,0.3428187966346694,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,4,4,prostata_es_seom_cancer-prostata_2025,p023_c01,23,es,0.35367349662342573,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,5,5,mama_es_esmo_guia-para-pacientes_v1,p056_c02,56,es,0.35650040636955227,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,6,6,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,p006_c01,6,en,0.35963193418789186,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,7,7,mama_es_esmo_guia-para-pacientes_v1,p056_c00,56,es,0.39283601088309117,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p105_c00,105,es,0.39827868948705747,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,9,9,mama_es_esmo_guia-para-pacientes_v1,p053_c00,53,es,0.4003941178086915,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,semantic,10,10,prostata_es_esmo_guia-para-pacientes_2022,p043_c01,43,es,0.4018165825714707,,es,
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p046_c01,46,es,,0.01639344262295082,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,2,2,prostata_es_seom_cancer-prostata_2025,p021_c00,21,es,,0.016129032258064516,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,3,3,prostata_es_gepac_guia-cancer-de-prostata_2020,p097_c00,97,es,,0.015873015873015872,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,4,4,prostata_es_seom_cancer-prostata_2025,p023_c01,23,es,,0.015625,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p056_c02,56,es,,0.015384615384615385,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,6,6,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,p006_c01,6,en,,0.015151515151515152,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,7,7,mama_es_esmo_guia-para-pacientes_v1,p056_c00,56,es,,0.014925373134328358,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p105_c00,105,es,,0.014705882352941176,es,60.0
Q011,¿Cuál es el principal efecto adverso de la Apalutamida?,hybrid,9,9,mama_es_esmo_guia-para-pacientes_v1,p053_c00,53,es,,0.014492753623188406,es,60.0
