question_id,claim_id,claim_text,coverage_status,evidence_ids,best_relevance_grade,pending_reason,recommended_action
Q028,Q028-C01,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,fully_supported_machine_only,Q028-E0013;Q028-E0016;Q028-E0019,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C02,"Most breast and ovarian cancers are sporadic, while hereditary predisposition accounts for 10–15% of the cases, principally with respect to germline mutations in high penetrance BRCA1/2 genes.",fully_supported_machine_only,Q028-E0016,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C03,"Cumulative BC risk for BRCA1 and BRCA2 mutation carriers at 70 years of age is about 57%, respectively, while cumulative OC risk is approximately 40% for BRCA1 and 18% for BRCA2 muta tion carriers",fully_supported_machine_only,Q028-E0016,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C05,se cree que más del 90% de los cánceres hereditarios de mama y ovario se deben a una mutación del gen BRCA1 o BRCA2.,fully_supported_mixed_human_partial,Q028-E0037;Q028-E0042,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C06,"BRCA1: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",fully_supported_machine_only,Q028-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C07,"BRCA2: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",fully_supported_machine_only,Q028-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C08,La mayor parte de los cánceres de mama hereditarios ocurren en los genes BRCA 1 y 2.,fully_supported_machine_only,Q028-E0053,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q028,Q028-C09,"[...] Existen otros genes como PALB2, TP53, CDH1, PTEN, ATM o CHEK2 que también aumentan la probabilidad de padecer un cáncer de mama a lo largo de la vida.",fully_supported_machine_only,Q028-E0053,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q029,Q029-C01,"PANCITOPENIA Niveles bajos de glóbulos rojos, glóbulos blancos y plaquetas en la sangre",fully_supported_machine_only,Q029-E0008,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q030,Q030-C01,DISNEA Falta de aliento,fully_supported_machine_only,Q030-E0033;Q030-E0043,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q030,Q030-C02,sensación de falta de aire o disnea,fully_supported_machine_only,Q030-E0003;Q030-E0004,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q031,Q031-C01,Nivel anormalmente alto de proteína en la orina.,fully_supported_machine_only,Q031-E0014,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
