gold_view,question_id,strategy,k,evaluable_evidence,num_gold_evidence,num_gold_claims,evidence_hit_at_k,evidence_precision_at_k,evidence_recall_at_k,mrr_at_k,ap_at_k,claim_coverage_at_k,document_hit_at_k,page_hit_at_k,retrieved_relevant_evidence,retrieved_claims
expanded,Q003,language_aware_hybrid,10,True,1,1,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1,Q003-C01
expanded,Q003,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,semantic,10,True,1,1,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1,Q003-C01
expanded,Q004,hybrid,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,hybrid,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,hybrid,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,hybrid,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,language_aware_hybrid,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,language_aware_hybrid,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,language_aware_hybrid,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,language_aware_hybrid,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,semantic,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,semantic,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,semantic,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q004,semantic,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q004-C01
expanded,Q005,hybrid,1,True,3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,hybrid,3,True,3,1,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,hybrid,5,True,3,1,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,hybrid,10,True,3,1,1.0,0.1,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,language_aware_hybrid,1,True,3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,language_aware_hybrid,3,True,3,1,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,language_aware_hybrid,5,True,3,1,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,language_aware_hybrid,10,True,3,1,1.0,0.1,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,semantic,1,True,3,1,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,semantic,3,True,3,1,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,semantic,5,True,3,1,1.0,0.2,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q005,semantic,10,True,3,1,1.0,0.1,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1,Q005-C01
expanded,Q006,hybrid,1,True,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q006,hybrid,3,True,2,1,1.0,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1,Q006-C01
expanded,Q006,hybrid,5,True,2,1,1.0,0.2,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1,Q006-C01
expanded,Q006,hybrid,10,True,2,1,1.0,0.1,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1,Q006-C01
expanded,Q006,semantic,1,True,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q006,semantic,3,True,2,1,1.0,0.3333333333333333,0.5,0.5,0.25,1.0,1.0,1.0,1,Q006-C01
expanded,Q006,semantic,5,True,2,1,1.0,0.2,0.5,0.5,0.25,1.0,1.0,1.0,1,Q006-C01
expanded,Q006,semantic,10,True,2,1,1.0,0.1,0.5,0.5,0.25,1.0,1.0,1.0,1,Q006-C01
expanded,Q007,hybrid,1,True,2,2,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,hybrid,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,hybrid,5,True,2,2,1.0,0.2,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,hybrid,10,True,2,2,1.0,0.1,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,language_aware_hybrid,1,True,2,2,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,language_aware_hybrid,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,language_aware_hybrid,5,True,2,2,1.0,0.2,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,language_aware_hybrid,10,True,2,2,1.0,0.1,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,semantic,1,True,2,2,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,semantic,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,semantic,5,True,2,2,1.0,0.2,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q007,semantic,10,True,2,2,1.0,0.1,0.5,1.0,0.5,0.5,1.0,1.0,1,Q007-C01
expanded,Q008,hybrid,1,True,4,3,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,hybrid,3,True,4,3,1.0,0.3333333333333333,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,hybrid,5,True,4,3,1.0,0.2,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,hybrid,10,True,4,3,1.0,0.1,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,language_aware_hybrid,1,True,4,3,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,language_aware_hybrid,3,True,4,3,1.0,0.3333333333333333,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,language_aware_hybrid,5,True,4,3,1.0,0.2,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,language_aware_hybrid,10,True,4,3,1.0,0.1,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,semantic,1,True,4,3,1.0,1.0,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,semantic,3,True,4,3,1.0,0.3333333333333333,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,semantic,5,True,4,3,1.0,0.2,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q008,semantic,10,True,4,3,1.0,0.1,0.25,1.0,0.25,0.3333333333333333,1.0,1.0,1,Q008-C01
expanded,Q009,hybrid,1,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,hybrid,3,True,1,2,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,hybrid,5,True,1,2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,hybrid,10,True,1,2,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,language_aware_hybrid,1,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,language_aware_hybrid,3,True,1,2,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,language_aware_hybrid,5,True,1,2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,language_aware_hybrid,10,True,1,2,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,semantic,1,True,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,semantic,3,True,1,2,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,semantic,5,True,1,2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q009,semantic,10,True,1,2,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q009-C01;Q009-C02
expanded,Q010,hybrid,1,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,hybrid,3,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,hybrid,5,True,6,5,1.0,0.2,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q010,hybrid,10,True,6,5,1.0,0.1,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q010,language_aware_hybrid,1,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,language_aware_hybrid,3,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,language_aware_hybrid,5,True,6,5,1.0,0.2,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q010,language_aware_hybrid,10,True,6,5,1.0,0.1,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q010,semantic,1,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,semantic,3,True,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q010,semantic,5,True,6,5,1.0,0.2,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q010,semantic,10,True,6,5,1.0,0.1,0.16666666666666666,0.2,0.03333333333333333,0.4,1.0,1.0,1,Q010-C01;Q010-C02
expanded,Q011,hybrid,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q011,hybrid,3,True,2,2,1.0,0.3333333333333333,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,hybrid,5,True,2,2,1.0,0.2,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,hybrid,10,True,2,2,1.0,0.1,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,language_aware_hybrid,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q011,language_aware_hybrid,3,True,2,2,1.0,0.3333333333333333,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,language_aware_hybrid,5,True,2,2,1.0,0.2,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,language_aware_hybrid,10,True,2,2,1.0,0.1,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,semantic,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q011,semantic,3,True,2,2,1.0,0.3333333333333333,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,semantic,5,True,2,2,1.0,0.2,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q011,semantic,10,True,2,2,1.0,0.1,0.5,0.5,0.25,0.5,1.0,1.0,1,Q011-C01
expanded,Q012,hybrid,1,True,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q012,hybrid,3,True,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,1.0,1,Q012-C01
expanded,Q012,hybrid,5,True,3,1,1.0,0.4,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,hybrid,10,True,3,1,1.0,0.2,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,language_aware_hybrid,1,True,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q012,language_aware_hybrid,3,True,3,1,1.0,0.6666666666666666,0.6666666666666666,0.5,0.38888888888888884,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,language_aware_hybrid,5,True,3,1,1.0,0.4,0.6666666666666666,0.5,0.38888888888888884,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,language_aware_hybrid,10,True,3,1,1.0,0.2,0.6666666666666666,0.5,0.38888888888888884,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,semantic,1,True,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q012,semantic,3,True,3,1,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,1.0,1,Q012-C01
expanded,Q012,semantic,5,True,3,1,1.0,0.4,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,2,Q012-C01
expanded,Q012,semantic,10,True,3,1,1.0,0.2,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,1.0,2,Q012-C01
expanded,Q013,hybrid,1,True,8,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q013,hybrid,3,True,8,11,1.0,0.3333333333333333,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,hybrid,5,True,8,11,1.0,0.2,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,hybrid,10,True,8,11,1.0,0.1,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,language_aware_hybrid,1,True,8,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q013,language_aware_hybrid,3,True,8,11,1.0,0.3333333333333333,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,language_aware_hybrid,5,True,8,11,1.0,0.2,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,language_aware_hybrid,10,True,8,11,1.0,0.2,0.25,0.5,0.0875,0.45454545454545453,1.0,1.0,2,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,semantic,1,True,8,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q013,semantic,3,True,8,11,1.0,0.3333333333333333,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,semantic,5,True,8,11,1.0,0.2,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q013,semantic,10,True,8,11,1.0,0.1,0.125,0.5,0.0625,0.45454545454545453,1.0,1.0,1,Q013-C01;Q013-C02;Q013-C03;Q013-C04;Q013-C05
expanded,Q014,hybrid,1,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,hybrid,3,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,hybrid,5,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q014,hybrid,10,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q014,language_aware_hybrid,1,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,language_aware_hybrid,3,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,language_aware_hybrid,5,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q014,language_aware_hybrid,10,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q014,semantic,1,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,semantic,3,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q014,semantic,5,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q014,semantic,10,True,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q015,hybrid,1,True,20,10,1.0,1.0,0.05,1.0,0.05,0.1,1.0,1.0,1,Q015-C07
expanded,Q015,hybrid,3,True,20,10,1.0,1.0,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,hybrid,5,True,20,10,1.0,0.6,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,hybrid,10,True,20,10,1.0,0.3,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,language_aware_hybrid,1,True,20,10,1.0,1.0,0.05,1.0,0.05,0.1,1.0,1.0,1,Q015-C07
expanded,Q015,language_aware_hybrid,3,True,20,10,1.0,1.0,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,language_aware_hybrid,5,True,20,10,1.0,0.6,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,language_aware_hybrid,10,True,20,10,1.0,0.3,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,semantic,1,True,20,10,1.0,1.0,0.05,1.0,0.05,0.1,1.0,1.0,1,Q015-C07
expanded,Q015,semantic,3,True,20,10,1.0,1.0,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,semantic,5,True,20,10,1.0,0.6,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q015,semantic,10,True,20,10,1.0,0.3,0.15,1.0,0.15,0.2,1.0,1.0,3,Q015-C01;Q015-C07
expanded,Q016,hybrid,1,True,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q016,hybrid,3,True,3,6,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,hybrid,5,True,3,6,1.0,0.2,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,hybrid,10,True,3,6,1.0,0.2,0.6666666666666666,0.5,0.2619047619047619,0.8333333333333334,1.0,1.0,2,Q016-C01;Q016-C02;Q016-C03;Q016-C04;Q016-C05
expanded,Q016,language_aware_hybrid,1,True,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q016,language_aware_hybrid,3,True,3,6,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,language_aware_hybrid,5,True,3,6,1.0,0.2,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,language_aware_hybrid,10,True,3,6,1.0,0.2,0.6666666666666666,0.5,0.27777777777777773,0.8333333333333334,1.0,1.0,2,Q016-C01;Q016-C02;Q016-C03;Q016-C04;Q016-C05
expanded,Q016,semantic,1,True,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q016,semantic,3,True,3,6,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,semantic,5,True,3,6,1.0,0.2,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0,1,Q016-C05
expanded,Q016,semantic,10,True,3,6,1.0,0.2,0.6666666666666666,0.5,0.2619047619047619,0.8333333333333334,1.0,1.0,2,Q016-C01;Q016-C02;Q016-C03;Q016-C04;Q016-C05
expanded,Q017,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,language_aware_hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,language_aware_hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,language_aware_hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,language_aware_hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q017,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q018,hybrid,1,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,hybrid,3,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,hybrid,5,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,hybrid,10,True,6,6,1.0,0.1,0.16666666666666666,0.125,0.020833333333333332,0.5,1.0,1.0,1,Q018-C01;Q018-C02;Q018-C03
expanded,Q018,semantic,1,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,semantic,3,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,semantic,5,True,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q018,semantic,10,True,6,6,1.0,0.1,0.16666666666666666,0.125,0.020833333333333332,0.5,1.0,1.0,1,Q018-C01;Q018-C02;Q018-C03
expanded,Q019,hybrid,1,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,hybrid,3,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,hybrid,5,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,hybrid,10,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,language_aware_hybrid,1,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,language_aware_hybrid,3,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,language_aware_hybrid,5,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,language_aware_hybrid,10,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,semantic,1,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,semantic,3,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,semantic,5,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q019,semantic,10,True,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q020,hybrid,1,True,23,14,1.0,1.0,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,hybrid,3,True,23,14,1.0,0.3333333333333333,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,hybrid,5,True,23,14,1.0,0.2,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,hybrid,10,True,23,14,1.0,0.2,0.08695652173913043,1.0,0.05590062111801242,0.5,1.0,1.0,2,Q020-C01;Q020-C03;Q020-C04;Q020-C06;Q020-C07;Q020-C08;Q020-C09
expanded,Q020,language_aware_hybrid,1,True,23,14,1.0,1.0,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,language_aware_hybrid,3,True,23,14,1.0,0.3333333333333333,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,language_aware_hybrid,5,True,23,14,1.0,0.4,0.08695652173913043,1.0,0.0608695652173913,0.5,1.0,1.0,2,Q020-C01;Q020-C03;Q020-C04;Q020-C06;Q020-C07;Q020-C08;Q020-C09
expanded,Q020,language_aware_hybrid,10,True,23,14,1.0,0.2,0.08695652173913043,1.0,0.0608695652173913,0.5,1.0,1.0,2,Q020-C01;Q020-C03;Q020-C04;Q020-C06;Q020-C07;Q020-C08;Q020-C09
expanded,Q020,semantic,1,True,23,14,1.0,1.0,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
expanded,Q020,semantic,3,True,23,14,1.0,0.3333333333333333,0.043478260869565216,1.0,0.043478260869565216,0.21428571428571427,1.0,1.0,1,Q020-C01;Q020-C03;Q020-C04
