question_id,evidence_id,chunk_id,doc_id,page_num,source,lang,evidence_text,relevance_grade,covered_claim_ids,confidence,evidence_origin,retrieved_by,content_sha256,status,notes
Q013,Q013-E0034,p030_c00,prostata_es_esmo_guia-para-pacientes_2022,30,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Cáncer de próstata localmente avanzado Radioterapia (de haz externo) + TPA TPA adyuvante + abiraterona TPA neoadyuvante Diagrama de flujo que muestra los enfoques de tratamiento curativos para el cáncer de próstata localmente avanzado. TPA: terapia de privación de andrógenos. Espera vigilante Algunos hombres con enfermedad localmente avanzada no pueden someterse a los tratamientos curativos descritos anteriormente, o pueden optar por no hacerlo.",2,Q013-C03;Q013-C04,medium,database_chunk,document_claim_search;document_question_search;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,c3e645f45a2fd64cdd2143ab19bab55274115f509e5d8063e5d14d41af603e5d,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0035,p031_c00,prostata_es_esmo_guia-para-pacientes_2022,31,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La recidiva tras la radioterapia puede tratarse con terapias locales como la prostatectomía radical, los ultrasonidos focalizados de alta intensidad, la crioablación o la braquiterapia. Habitualmente, la terapia de privación de andrógenos no se administra de forma inmediata; es posible que los pacientes se sometan a observación y que ésta se inicie cuando aparezcan síntomas o metástasis, o si los niveles de PSA aumentan muy rápidamente (Parker et al., 2020). El cáncer de próstata recurrente puede tratarse con radioterapia, cirugía y/o terapia hormonal",3,Q013-C05;Q013-C06;Q013-C07;Q013-C08;Q013-C02,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f83bcb3e44a40a42205588d6a10298cde9ea0b84811d1e56829eab6140fd8dd8,provisional_machine_judgment,
Q013,Q013-E0037,p033_c00,prostata_es_esmo_guia-para-pacientes_2022,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata metastásico se puede tratar Terapia hormonal La terapia de privación de andrógenos suele ser el tratamiento inicial que se administra a los hombres con cáncer de próstata metastásico. Puede administrarse por sí sola, pero suele combinarse con abiraterona, apalutamida, enzalutamida o docetaxel. Los hombres con enfermedad de bajo volumen también deberían recibir radioterapia en el tumor primario (Parker et al., 2020).",3,Q013-C09;Q013-C01,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f74eccea57d0daa675ecc360e0f7d603f2e3cfa32f79a44d5f80ced5014e53c0,provisional_machine_judgment,
Q013,Q013-E0046,p094_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,94,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"La terapia hormonal se usa para tratar el cáncer de próstata en diversas situaciones, incluido el cáncer de próstata recurrente y el cáncer de próstata metastásico.",3,Q013-C10,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,61d778e726c23b5e0bc2f29431cbf8bed60e9c99819ab9b8f4c733e467eb8971,provisional_machine_judgment,
Q013,Q013-E0060,p014_c01,prostata_es_seom_cancer-prostata_2025,14,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Aunque la duración del bloqueo es controvertida, generalmente se inicia al menos 2 meses antes de que se vaya a realizar el tratamiento de radioterapia y se prolonga durante 4-6 meses (pacientes de riesgo intermedio) o 18-24 meses (pacientes de alto riesgo).",2,Q013-C11,medium,database_chunk,document_claim_search;lexical_claim_snapshot,5663687a43c18f132470367908297541245af8009507b9ff01a0f255a53dddd7,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0065,p013_c00,prostata_es_seor_guia-para-pacientes_v1,13,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",3,Q013-C11,high,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot,8c910a91d124825e230a49cdc7be35b7b842466dd03505c3cb01a0ccee2d5ec8,provisional_machine_judgment,
Q013,Q013-E0075,,prostata_es_seor_guia-para-pacientes_v1,13,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"12 Riesgo Bajo e IntermedioGuía para pacientes En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",3,Q013-C11,high,document_only,document_exact_claim;gold_document_verification,4fdd5ab6b48e8f91c7026e04600380c4d0a6fa4fc8e9dda8af3fd3225ccde1d2,provisional_machine_judgment,document_only_evidence
Q014,Q014-E0021,p007_c00,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,7,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020.pdf,en,"In mCRPC patients with symptomatic bone metastases and contraindication or progression to docetaxel, radium-223 may be considered (I, B).",2,Q014-C02,medium,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot,c44ade815b467d3f5606e19661e7314eef4d07e4f93bc9df4d436110f6b19c48,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q014,Q014-E0032,p023_c01,prostata_es_seom_cancer-prostata_2025,23,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Además de mejorar los síntomas y retrasar complicaciones, Ra-223 ha demostrado también mejorar la supervivencia de pacientes con CPRCm y lesiones únicamente óseas tratados con quimioterapia o no candidatos a la misma.",3,Q014-C01,high,database_chunk,document_claim_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,215bdae677a627f9349140f1b6ac276a6a1bf25a39fb5665276dfb96ae4a62f5,provisional_machine_judgment,
Q014,Q014-E0039,,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,7,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020.pdf,en,"In mCRPC patients with symptomatic bone metasta - ses and contraindication or progression to docetaxel, radium-223 may be considered (I, B).",3,Q014-C02,high,document_only,document_claim_search;document_question_search;gold_document_verification,ac5ae7abbee364033babafc7381d3031291bb14086cb115f3bc5f789185acedc,provisional_machine_judgment,document_only_evidence
Q015,Q015-E0010,p035_c00,mama_es_esmo_guia-para-pacientes_v1,35,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"El tratamiento del cáncer de mama puede afectar a la fertilidad en mujeres jóvenes, pero hay medidas de preservación de la fertilidad disponibles Mujeres mayores Los médicos utilizarán su edad biológica en lugar de su edad cronológica a la hora de decidir cuál es el mejor tratamiento para usted.",2,Q015-C08,medium,database_chunk,document_claim_search;lexical_claim_snapshot,9781d721ba5bc85798e5fc087c839172b66f2421d6e1e8e9c6136423270edeb4,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0011,p040_c00,mama_es_esmo_guia-para-pacientes_v1,40,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"En alguna ocasión puede producirse una pérdida accidental de medicamento de quimioterapia de la vena a los tejidos circundantes (extravasación), lo que puede causar ampollas o ulceraciones; estos efectos pueden contrarrestarse con antihistamínicos y ungüentos a base de esteroides, así como con paños calientes empapados para aliviar el dolor en la piel. Algunos medicamentos de quimioterapia pueden afectar a la fertilidad. Si esto le preocupa, hable con su médico antes de comenzar el tratamiento.",2,Q015-C08,medium,database_chunk,document_claim_search;lexical_claim_snapshot,984ddf8af0498fbceaf7f82f4acbaff7dd75bac4e513a7343a3ff7cbf88c157d,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0018,p011_c00,prostata_es_esmo_guia-para-pacientes_2022,11,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,problemas de erección.,3,Q015-C07,high,database_chunk,document_exact_claim;lexical_claim_snapshot,7835242fb6debef0ebe459d0fe193b57cf0c51bcaaee126aa98e2b1715c05c67,provisional_machine_judgment,
Q015,Q015-E0020,p021_c01,prostata_es_esmo_guia-para-pacientes_2022,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Este tipo de cirugía puede reducir el riesgo de experimentar problemas de erección tras la intervención, pero sólo es posible llevarla a cabo cuando el cáncer no está creciendo cerca de los nervios.",3,Q015-C07,high,database_chunk,document_exact_claim;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,8216013b9a305953a6a28bafa04fe1bec84cd92c7a93fb2dbef965620ca8c0f2,provisional_machine_judgment,
Q015,Q015-E0026,p034_c00,prostata_es_esmo_guia-para-pacientes_2022,34,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Para obtener más información sobre la salud ósea en caso de cáncer de próstata y metástasis óseas, consulte la guía para pacientes de la ESMO sobre la salud ósea relacionada con el cáncer (www.esmo.org/content/download/807933/19063558/1/ ES-La-Salud-Osea-Relacionada-con-el-Cancer-Guia-para-Pacientes.pdf). ""¿Cómo puede afectar el cáncer a la salud ósea?",2,Q015-C08,medium,database_chunk,document_claim_search;lexical_claim_snapshot,72e208ddcce75868ddf39b99aad34e3e0643eb75b7b91e62af83fd477c3e8bd5,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0027,p036_c00,prostata_es_esmo_guia-para-pacientes_2022,36,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Cáncer de próstata en pacientes jóvenes El tratamiento del cáncer de próstata puede afectar a la fertilidad.,3,Q015-C08;Q015-C09,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,51a2a6fbe895ddd4f8c941d6675a0401410a2044df97742448c9d9cb272939d4,provisional_machine_judgment,
Q015,Q015-E0031,p043_c00,prostata_es_esmo_guia-para-pacientes_2022,43,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Cirugía Tras una operación de cáncer de próstata, puede experimentar problemas de erección.",3,Q015-C07,high,database_chunk,document_claim_search;lexical_claim_snapshot,787f31fa7393b7ca31aab7b2bd6232ff2762cf4392ac574a17db53ccb809f5c8,provisional_machine_judgment,
Q015,Q015-E0032,p043_c01,prostata_es_esmo_guia-para-pacientes_2022,43,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Terapia hormonal Los efectos secundarios habituales en los pacientes tratados con terapia hormonal suelen estar relacionados con la reducción de la acción de la testosterona (por ejemplo, pérdida del apetito sexual, problemas de erección, sofocos, disminución del vello corporal y pérdida de masa muscular).",3,Q015-C07,high,database_chunk,document_claim_search;lexical_claim_snapshot,6eb065322883ea42d8f3c7a48b664452c4e6d212ff431d401e8e455120656adf,provisional_machine_judgment,
Q015,Q015-E0033,p046_c00,prostata_es_esmo_guia-para-pacientes_2022,46,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Problemas de erección,3,Q015-C07,high,database_chunk,document_exact_claim;lexical_claim_snapshot,2c297cf7614531055f75de60629454ffb317881b13c307aa92629a1af92f607b,provisional_machine_judgment,
Q015,Q015-E0034,p046_c01,prostata_es_esmo_guia-para-pacientes_2022,46,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Problemas de erección,3,Q015-C07,high,database_chunk,lexical_claim_snapshot,3434d8e4707a9bfbbc747d676508e21ea864587f4b2192de7ca6ec11f22bf871,provisional_machine_judgment,
Q015,Q015-E0035,p052_c00,prostata_es_esmo_guia-para-pacientes_2022,52,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,También puede experimentarse un aumento de los problemas de erección a partir de 1-2 años después del tratamiento de radioterapia.,3,Q015-C07,high,database_chunk,document_exact_claim;lexical_claim_snapshot,39bac9ed253c921281cb4f66adb3c0e87afe5cb1f1bbdd059c1d4e0fb557ac05,provisional_machine_judgment,
Q015,Q015-E0037,p060_c01,prostata_es_esmo_guia-para-pacientes_2022,60,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,El semen está compuesto por espermatozoides de los testículos y líquido de la próstata y otras glándulas sexuales SILDENAFILO Medicamento utilizado para tratar los problemas de erección SISTEMA GASTROINTESTINAL Sistema de órganos encargados de hacer entrar y salir la comida del cuerpo y de hacer uso de los alimentos para ma,3,Q015-C07,high,database_chunk,document_exact_claim;lexical_claim_snapshot,69218ff7b7c8dd1c8794ec5d185f10286c1ca797633cb60e2f16c00404f20830,provisional_machine_judgment,
Q015,Q015-E0040,p052_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,52,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,Estadio II El tumor se ha expandido al otro lóbulo y puede afectar a toda la próstata sin salir de la cápsula que la rodea.,2,Q015-C08,medium,database_chunk,document_claim_search;lexical_claim_snapshot,b073b045bb3f8f8d34f92514f07ee5c1e0475778beeb0fdc1423427a022736a1,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0041,p062_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,62,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Esto podría limitar sus opciones de tratamiento, y posiblemente afectar las probabilidades de curar el cáncer. Este método podría recomendarse si el cáncer no está ocasionando ningún síntoma, se espera que su crecimiento sea lento (de acuerdo con la puntuación de Gleason), es pequeño y está confinado dentro de la próstata.",2,Q015-C08,medium,database_chunk,lexical_claim_snapshot,f186c3423bcef0565b58a1270fb0b0a9ecd894eab9316ff9e21c93b233c7f9ca,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0044,p068_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,68,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Las tasas de los principales efectos secundarios de la LRP, tales como problemas de erección y dificultad para retener la orina (incontinencia) parecen ser casi las mismas que para la prostatectomía abierta.",3,Q015-C07,high,database_chunk,document_claim_search;lexical_claim_snapshot,d86a30a9982887807de16d21ed48cc83f9da60822324370341764969a9d6e7e3,provisional_machine_judgment,
Q015,Q015-E0046,p071_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,71,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,Efectos secundarios Los principales posibles efectos secundarios de la prostatectomía radical son la incontinencia urinaria (falta de control de la vejiga) e impotencia (el no poder lograr erecciones).,3,Q015-C01,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;semantic_search_persisted,e52fe46b28c2c73ed96209d6bfa95e3e26e140446afce40ff8a9587e874a2615,provisional_machine_judgment,
Q015,Q015-E0048,p073_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,73,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Después de esta operación, la capacidad de lograr erecciones depende de la edad, la capacidad que tenía usted de lograr erecciones antes de la operación, y si se cortaron los nervios.",3,Q015-C02;Q015-C03,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,5ceb478c74e56292d04781594f8a78991251a65fda02743c4e970c3601fd3ac9,provisional_machine_judgment,
Q015,Q015-E0050,p074_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,74,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Si su capacidad para lograr erecciones regresa después de la cirugía, esto a menudo ocurre lentamente.",3,Q015-C04;Q015-C05;Q015-C06,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,16b71d051954ad22b0466282b37fa2b8e31ececb5317f348a073c4e0203501e1,provisional_machine_judgment,
Q015,Q015-E0054,p085_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,85,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Problemas de erección, incluyendo impotencia: después de varios años, la tasa de impotencia después de la radiación es aproximadamente la misma que después de la cirugía.",3,Q015-C07,high,database_chunk,lexical_claim_snapshot,6f28cc5b772bc926635bcc50230b0a96169ca92614912cb4cf6afed1898d11bf,provisional_machine_judgment,
Q015,Q015-E0055,p085_c01,prostata_es_gepac_guia-cancer-de-prostata_2020,85,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"lo general, los problemas de erección no ocurren inmediatamente después de administrarse la radioterapia, sino que se desarrollan lentamente en el transcurso de uno o más años.",3,Q015-C07,high,database_chunk,document_claim_search,6df1604da52c92e43e55185b46db381ffdf5c91da50b391bf5673b53aa239683,provisional_machine_judgment,
Q015,Q015-E0056,p086_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,86,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Al igual que en la cirugía, mientras más avanzada sea su edad, mayor será la probabilidad de tener problemas de erección.",3,Q015-C07,high,database_chunk,document_claim_search;lexical_claim_snapshot,f861dac796979d6dd70e7b3ebee40af7dc0189b7cb1b63b56952512170233a7b,provisional_machine_judgment,
Q015,Q015-E0057,p091_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,91,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Problemas de erección: algunos estudios han encontrado que las tasas de problemas con erecciones son menores después de la braquiterapia, pero otros estudios han encontrado que las tasas no son menores que con la radioterapia externa o la cirugía.",3,Q015-C07,high,database_chunk,document_claim_search;lexical_claim_snapshot,271642e3e223095c866160049171ab1a40f3df6fa065be2038e8a6927452513d,provisional_machine_judgment,
Q015,Q015-E0058,p093_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,93,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"La congelación también puede afectar la vejiga y los intestinos, lo que puede causar dolor, sensaciones de ardor, y la necesidad de orinar o defecar con frecuencia. La mayoría de los hombres recobran la función normal de los intestinos y de la vejiga con el tiempo. A menudo, la congelación daña los nervios cercanos a la próstata que controlan las erecciones.",2,Q015-C08,medium,database_chunk,document_claim_search;lexical_claim_snapshot,0cdc579640d6e76cb62b27e6d1b282ec9803295d2d33bfcdc4f54b3c956d001a,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0061,p143_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,143,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,· ¿Cómo puede afectar el tratamiento a mis actividades cotidianas?,2,Q015-C08,medium,database_chunk,lexical_claim_snapshot,834c5eeb3fcd53465e6dc9827c2fd5f1ca09b8cc81ade43ad4112964975e481b,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0064,p011_c01,prostata_es_seom_cancer-prostata_2025,11,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Las complicaciones más frecuentes de este tipo de cirugía son la incontinencia urinaria y la disfunción eréctil, que suelen aparecer inmediatamente después de la cirugía con opción de mejorar con el paso del tiempo (unos 12 y 18 meses, respectivamente).",3,Q015-C10,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,339dbaabf1342ff58a2bfda6ad346a3cc660c567ee176df536547fffc96929f1,provisional_machine_judgment,
Q015,Q015-E0075,p021_c01,prostata_es_seom_cancer-prostata_2025,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Tratamientos para el cáncer de próstata resistente a la castración no metastásico (CPRCnm):Son pacientes que presentan una elevación progresiva y asintomática de PSA a pesar de recibir tratamiento de supresión o privación androgénica y que no presentan metástasis a distancia en las pruebas convencionales. Por tanto, a la hora de valorar el inicio de tratamiento sistémico en estos pacientes es importante tener en cuenta que están asintomáticos y el tratamiento puede acarrear efectos secundarios con riesgo de afectar a su calidad de vida, por lo que es muy importante balancear los posibles riesg",2,Q015-C08,medium,database_chunk,document_claim_search,57f1f346db5042c6f74cf0e7a2ca22c466d91725ecfe1eead6ffc74b683806e3,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q015,Q015-E0076,p016_c00,prostata_es_seor_guia-para-pacientes_v1,16,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"Sin embargo, los riesgos de problemas de erección y dificultad para retener la orina (incontinencia) parecen ser casi los mismas que para las prostatectomías abiertas.",3,Q015-C07,high,database_chunk,existing_gold_db_chunk;gold_document_verification;semantic_search_persisted,010f63b843d31a34ddf5d6de03ee791fa403316d1e2b1b35d1bf00f381a9f564,provisional_machine_judgment,
Q015,Q015-E0082,,prostata_es_esmo_guia-para-pacientes_2022,43,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"43 Una guía ESMO para pacientes Cirugía Tras una operación de cáncer de próstata , puede experimentar problemas de erección.",3,Q015-C07,high,document_only,document_exact_claim,aee202ef81c46444da7a81511558c7c069114718221de11c96afe62198c930b7,provisional_machine_judgment,document_only_evidence
Q015,Q015-E0086,,prostata_es_seom_cancer-prostata_2025,11,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Las complicaciones más frecuentes de este tipo de cirugía son la incontinencia urinaria y la disfunción eréctil, que suelen aparecer inmediatamente después de la cirugía con opción de mejorar con el paso del tiempo (unos 12 y 18 meses, respectivamente).",3,Q015-C10,high,document_only,document_claim_search,7612c3ddd98ad20f99bad3b5bdb85a9131162c9044ffea41b5f63e79b9a12d1a,provisional_machine_judgment,document_only_evidence
Q015,Q015-E0089,,prostata_es_seor_guia-para-pacientes_v1,17,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"Sin embargo, en términos de los efec- tos secundarios que más preocupan a los hombres, como pro- blemas urinarios o problemas de erección, parece no haber una diferencia entre la prostatectomía robótica y otros méto- dos.",3,Q015-C07,high,document_only,gold_document_verification,3b5644e7cc1dbf2066ff9d01a2156a51972f1f22b3a89360a4f41326020bf1b2,provisional_machine_judgment,document_only_evidence
Q016,Q016-E0014,p098_c00,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"INTRODUCCIÓN Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar.",3,Q016-C01;Q016-C04;Q016-C03;Q016-C02;Q016-C05,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot,b4e9c5cfc048a67f749eff4b570bf6cd2e2382b155bd9c465d69a1bc90e82880,provisional_machine_judgment,
Q016,Q016-E0015,p098_c01,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"minuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tratamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",2,Q016-C05;Q016-C06,medium,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,3e9d663ee030cfdaf6258f0dadc4462109109a81f39107e3d7279cea6ae6cb55,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q016,Q016-E0043,,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu- men) sin que sea necesario realizar las tradicionales tres comidas prin- cipales.",3,Q016-C06,high,document_only,document_claim_search,9a84c5b346882fcf9b055cb29083c4c58fcb35e56d3b6b792b56e39c417f1856,provisional_machine_judgment,document_only_evidence
Q016,Q016-E0044,,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra- tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",3,Q016-C05,high,document_only,document_claim_search,4c0953bf40ca1942e347f843fe5c37c38d9563b1a98dffa89ae631ecd89c7712,provisional_machine_judgment,document_only_evidence
Q016,Q016-E0045,,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia.",3,Q016-C04;Q016-C05;Q016-C06,high,document_only,gold_document_verification,e4cfc8d2bfef81acef20ce67f2660f67d9a887ec4002a27deeb187526a2a6b9f,provisional_machine_judgment,document_only_evidence
Q016,Q016-E0046,,general_es_pfizer_manual-pacientes_2007,98,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia.",3,Q016-C04;Q016-C05,high,document_only,document_question_search,5396ded755300ce0139b09d9cc87c27b4587a9a9bab45e74b544a0413aa3b4bb,provisional_machine_judgment,document_only_evidence
