review_id,question_id,claim_id,evidence_id,question,claim_text,evidence_text,doc_id,page_num,machine_grade,machine_confidence,issue_type,review_question,machine_rationale,human_grade,human_covered_claims,human_decision,human_notes,adjudicator,adjudicated_grade,adjudication_notes
R00042,Q016,Q016-C05,Q016-E0044,¿Qué dieta se recomienda para minimizar los efectos de la quimioterapia?,"Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.","Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra- tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",general_es_pfizer_manual-pacientes_2007,98,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q016-C05,accept,La evidencia apoya este claim.,,,
R00043,Q016,Q016-C06,,¿Qué dieta se recomienda para minimizar los efectos de la quimioterapia?,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q016_E01,,,accept,keep,,,
R00044,Q016,Q016-C06,Q016-E0043,¿Qué dieta se recomienda para minimizar los efectos de la quimioterapia?,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.","En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu- men) sin que sea necesario realizar las tradicionales tres comidas prin- cipales.",general_es_pfizer_manual-pacientes_2007,98,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q016-C06,accept,La evidencia apoya este claim.,,,
R00045,Q018,Q018-C01,,¿Para qué sirve el test PAM50 (Prosigna)?,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,accept,keep,,,
R00046,Q018,Q018-C02,,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,reject,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence.,,,
R00047,Q018,Q018-C02,Q018-E0020,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Second‑line therapy Several studies have shown that there is a benefit in continuing with second-line anti-HER2 therapy, after progression during or following first-line treatment with trastuzumab [I, A].",mama_en_seom-geicam-solti_clinical-guidelines-advanced-breast-cancer_2022,9,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00048,Q018,Q018-C02,Q018-E0029,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Retrospective studies have shown improved prognosis, higher response rates to platinum-containing regimens, and longer treatment-free intervals between relapses in patients with BRCA1- and BRCA2- (BRCA1/2)-mutated ovarian cancer (OC) compared to wild-type BRCA1/2. PARP inhibitors Poly ADP-ribose polymerase (PARP) inhibitors are a class of targeted agents capable of inducing synthetic lethality in mutated BRCA1/2 tumor cells and have been proven to improve progression-free survival (PFS) in phase III clinical trials in several types of BRC",mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,6,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00049,Q018,Q018-C02,Q018-E0030,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Second‑line therapy Several studies have shown that there is a benefit in continuing with second-line anti-HER2 therapy, after progression during or following first-line treatment with trastuzumab [I, A].",mama_en_seom-geicam-solti_clinical-guidelines_2022,9,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00050,Q018,Q018-C02,Q018-E0035,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"The Cambridge Prognostic Groups five-tier model based on ISUP GG, PSA and cT stage were shown to have significantly better discriminative performance than the current three-tie",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,12,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00051,Q018,Q018-C02,Q018-E0036,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"This model separates both EAU intermediate- and high-risk groups in clinically relevant subgroups and has been validated in several cohorts [141-143]. The current EAU classification of low-, favourable- and unfavourable-intermediate risk is essentially similar to the Cambridge Prognostic Groups subgroups. More recently, risk stratifications incorporating the 17-gene Genomic Prostate Score (GPS) [144-146], invasive cribriform and/or intraductal carcinoma (CR/IDC) [147, 148], and mpMRI [149], findings have shown better performance in predicting post-treatment BCR than the (former) threetier EAU, NCCN and CAPRA models.",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,12,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00052,Q018,Q018-C02,Q018-E0038,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Lymphovascular invasion (LVI), EPE and ejaculatory duct/seminal vesicle involvement must each be reported, if identified, because they carry unfavourable prognostic information [328330]. Studies on biopsy perineural invasion (PNI) have shown variable outcome.",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,25,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00053,Q018,Q018-C02,Q018-E0039,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Since then, data from a RCT including 215 patients with intermediate risk PCa randomised to two different radiotherapy doses, and with a median follow-up of 12.8 years, showed that a Decipher® test indicating high risk proved to be prognostic for disease progression (HR 1.12), biochemical failure (HR 1.22), distant metastasis (HR 1.28) and PCSM (HR 1.45) [340]. However, because the endpoint was secondary and the study was designed for a completely different purpose, the recommendations remain unchanged until the findings have been confirmed. There are several other potential biomarkers, both on the market and in developmen",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,26,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00054,Q018,Q018-C02,Q018-E0043,¿Para qué sirve el test PAM50 (Prosigna)?,Several studies have shown the prognostic,"Local failure due to insufficient total dose has been shown to be prognostic for death from PCa, because a second wave of metastases is seen five to ten years later [755]. Several RCTs have shown that dose escalation (range 74-80Gy) has a significant impact on 10-year biochemical relapse as well as metastases and disease-specific mortality [756-763].",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,66,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00055,Q018,Q018-C03,,¿Para qué sirve el test PAM50 (Prosigna)?,Value of ROR score in estimating risk of disease recurrence,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,uncertain,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence,,,
R00056,Q018,Q018-C03,Q018-E0014,¿Para qué sirve el test PAM50 (Prosigna)?,Value of ROR score in estimating risk of disease recurrence,"This assay appears to be useful in identifying a subgroup of patients with ERpositive, HER2-negative tumors with very low risk of recurrence without adjuvant chemotherapy and helpful in identifying patients at low risk for a late recurrence.115 Based on results of 2 Austrian Breast Cancer Study Group trials-ABCSG-6 and ABCSG-8, patients with HR-positive, HER2-negative, and node-negative disease with a low-risk score by the 12-gene assay had risk of distant recurrence of 4% at 10 years.115 The prognostic value of the risk score from the 12-gene assay was found to be independent of conventional clinicopathological factors.",mama_en_nccn_clinical-practice-guidelines-in-oncology_2024,12,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7143; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00057,Q018,Q018-C03,Q018-E0044,¿Para qué sirve el test PAM50 (Prosigna)?,Value of ROR score in estimating risk of disease recurrence,"6.3.5.b Risk factors for relapse Patients with ISUP GG > 2 in combination with EPE (pT3a), and particularly those with SV invasion (pT3b) and/or positive surgical margins, are at high risk of progression, which can be as high as 50% after five years [934]. Irrespective of the pT stage, the number of removed nodes [935-942], tumour volume within the LNs and capsular perforation of the nodal metastases are predictors of early recurrence after RP for pN1 disease [943].",prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,85,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7143; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00058,Q018,Q018-C04,,¿Para qué sirve el test PAM50 (Prosigna)?,"Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,accept,keep,,,
R00059,Q018,Q018-C05,,¿Para qué sirve el test PAM50 (Prosigna)?,"este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,accept,keep,,,
R00060,Q018,Q018-C05,Q018-E0055,¿Para qué sirve el test PAM50 (Prosigna)?,"este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.","En nuestro hospital realizamos PAM50 (Prosigna): este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.",mama_es_hureinasofia_protocolo-cancer-mama_2021,38,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,3,Q018-C05,accept,La evidencia apoya este claim.,,,
R00061,Q018,Q018-C06,,¿Para qué sirve el test PAM50 (Prosigna)?,"Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",long_claim_requires_human_segmentation;source_evidence_ids=Q018_E01;Q018_E02;Q018_E03,,,accept,keep,,,
R00062,Q019,Q019-C01,, ¿Cuáles son los efectos secundarios del tamoxifeno?,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q019_E01;Q019_E02;Q019_E03;Q019_E04,,,accept,keep,,,
R00063,Q019,Q019-C01,Q019-E0069, ¿Cuáles son los efectos secundarios del tamoxifeno?,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,13,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,3,Q019-C01,accept,La evidencia apoya este claim.,,,
R00064,Q019,Q019-C02,, ¿Cuáles son los efectos secundarios del tamoxifeno?,Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q019_E01;Q019_E02;Q019_E03;Q019_E04,,,accept,keep,,,
R00065,Q019,Q019-C03,, ¿Cuáles son los efectos secundarios del tamoxifeno?,"Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q019_E01;Q019_E02;Q019_E03;Q019_E04,,,accept,keep,,,
R00066,Q019,Q019-C04,, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q019_E01;Q019_E02;Q019_E03;Q019_E04,,,accept,keep,,,
R00067,Q019,Q019-C04,Q019-E0016, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,"Dependiendo del tipo de cáncer de mama, dicha terapia puede incluir quimioterapia, terapia endocrina, terapia anti-HER2 o radioterapia o una combinación de ellas.",mama_es_esmo_guia-para-pacientes_v1,5,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00068,Q019,Q019-C04,Q019-E0021, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,"Terapias endocrinas Las terapias endocrinas tienen como objetivo reducir los efectos del estrógeno en los cánceres de mama RE-positivos. Son el tipo de tratamiento sistémico más importante para los tumores RE-positivos, también llamados tumores hormonodependientes. Hay varios tipos de terapia endocrina disponibles, que se toman por vía oral o se administran como una inyección:",mama_es_esmo_guia-para-pacientes_v1,23,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8750; text_verified_in=DB_snapshot,2,Q019-C04,uncertain,La evidencia apoya el claim pero no queda claro si responde del todo a la pregunta. Ya que la evidencia habla de terapias endocrinas en general y la pregunta es sobre los efectos secundarios del tamoxifeno,,,
R00069,Q019,Q019-C04,Q019-E0029, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,GLOSARIO 5-FLUOROURACILO Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho ABEMACICLIB Nuevo medicamento de terapia dirigida que inhibe la CDK4/6 para reducir la proliferación de células tumorales ABLACIÓN POR RADIOFRECUENCIA Procedimiento en el que las ondas de radio se desplazan a través de electrodos para calentar y destruir las células cancerosas ACETATO DE MEGESTROL Tipo de terapia endocrina que reduce los efectos de la hormona estrógeno ADYUVANTE (TRATAMIENTO) Tratamiento adicional administrado después del tratamiento primario para reducir la posibilidad de que el cáncer regrese; por lo general se refiere a radioterapia y/o t,mama_es_esmo_guia-para-pacientes_v1,68,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,"La evidencia no apoya este claim. La evidencia habla sobre otro tipo de terapias para el cancer de mama, no del tamoxifeno",,,
R00070,Q019,Q019-C04,Q019-E0031, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,"a través de una perfusión en una vena en el brazo o en el pecho DOXORRUBICINA Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho EDAD CRONOLÓGICA Edad basada en el paso real del tiempo EDEMA Acumulación de líquido en el cuerpo que causa que la inflamación de los tejidos afectados ENFERMERO ESPECIALISTA Enfermero especializado en el cuidado de pacientes con una determinada afección (por ejemplo, cáncer) ENSAYO CLÍNICO Estudio que compara los efectos de un tratamiento con otro EPIRRUBICINA Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho ERIBULINA Medicamento de quimioterap",mama_es_esmo_guia-para-pacientes_v1,69,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,"La evidencia no apoya este claim. La evidencia habla sobre otro tipo de terapias para el cancer de mama, no del tamoxifeno",,,
R00071,Q019,Q019-C04,Q019-E0032, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,"IO FACTOR DE CRECIMIENTO ENDOTELIAL VASCULAR (VEGF) Proteína elaborada por células que estimula la formación de nuevos vasos sanguíneos FOLÍCULO PILOSO Saco pequeño en la piel desde el que crece el cabello FULVESTRANT Medicamento de terapia endocrina que bloquea los receptores de estrógeno y reduce su número GAMMAGRAFÍA POR ULTRASONIDO Tipo de exploración médica en la que las ondas sonoras son convertidas en imágenes por una computadora GANGLIOS LINFÁTICOS Pequeñas estructuras presentes en todo el sistema linfático que funcionan como filtros de sustancias nocivas, como las células cancerosas o las bacterias GANGLIOS LINFÁTICOS AXILARES Ganglios linfáticos en la axila GEMCITABINA Medicamento",mama_es_esmo_guia-para-pacientes_v1,70,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8750; text_verified_in=DB_snapshot,0,,reject,"La evidencia no apoya este claim. La evidencia habla sobre otro tipo de terapias para el cancer de mama, no del tamoxifeno",,,
R00072,Q019,Q019-C04,Q019-E0067, ¿Cuáles son los efectos secundarios del tamoxifeno?,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,"Incluye el esófago, el estómago y los intestinos SUBCUTÁNEO Debajo de la piel SUPRESIÓN DE LA FUNCIÓN OVÁRICA Tratamiento que detiene o disminuye la cantidad de estrógeno producida por los ovarios TALAZOPARIB Nuevo tipo de terapia dirigida que inhibe la PARP TAMOXIFENO Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama TAXANO Clase de quimioterapia que incluye paclitaxel y docetaxel TERAPIA DIRIGIDA Tipo más reciente de medicamento que funciona bloqueando las señales que le indican a las células cancerosas que crezcan o interfiriendo con su capacidad de obtener nutrientes para el crecimi",mama_es_esmo_guia-para-pacientes_v1,73,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,3,Q019-C04,accept,La evidencia si apoya el claim.,,,
R00073,Q019,Q019-C05,, ¿Cuáles son los efectos secundarios del tamoxifeno?,"Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;source_evidence_ids=Q019_E01;Q019_E02;Q019_E03;Q019_E04,,,accept,"rewrite to: Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",,,
R00074,Q020,Q020-C01,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos).,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00075,Q020,Q020-C02,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,reject,reject. El claim está incompleto. ,,,
R00076,Q020,Q020-C03,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00077,Q020,Q020-C04,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00078,Q020,Q020-C05,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00079,Q020,Q020-C06,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00080,Q020,Q020-C07,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00081,Q020,Q020-C08,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,revisar interacciones con el uso de antidepresivos,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00082,Q020,Q020-C09,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,se recomienda revisión ginecológica anual.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00083,Q020,Q020-C10,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00084,Q020,Q020-C10,Q020-E0126,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.,Con Tamoxifeno se recomienda comenzar el trata miento HT una semana después de finalizar el tratamiento RT.,mama_es_hureinasofia_protocolo-cancer-mama_2021,88,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q020-C10,accept,La evidencia si apoya el claim.,,,
R00085,Q020,Q020-C11,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00086,Q020,Q020-C11,Q020-E0059,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.","Informe a su médico si experimenta insomnio, mialgia, artralgia, dolor, reacciones cutáneas, inflamación o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.",mama_es_esmo_guia-para-pacientes_v1,54,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8667; text_verified_in=DB_snapshot,3,Q020-C11,accept,La evidencia si apoya el claim.,,,
R00087,Q020,Q020-C12,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Su médico lo/la vigilará para detectar signos de trombosis.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
