question_id,evidence_id,relevance_grade,covered_claim_ids,coverage_type,direct_or_inferred,confidence,decision,rationale,contradiction,outdated,wrong_scope,needs_human_review,review_reason,annotator_type,annotator_version
Q012,Q012-E0006,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2632; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0007,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5263; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0008,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3684; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0009,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3684; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0010,3,Q012-C01,full_claim,direct,medium,accept,nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=0.9474; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0011,2,Q012-C01,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.6842; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0012,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6316; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0013,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0014,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0015,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0526; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0016,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0017,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0018,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0019,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3684; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0020,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0021,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0022,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3158; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0023,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1579; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0024,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5789; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0025,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3684; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0026,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2105; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0027,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0028,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0029,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0030,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0031,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q012,Q012-E0032,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0001,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0002,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4444; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0003,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5556; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0004,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0005,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5556; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0006,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0007,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0008,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0009,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0010,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0011,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3846; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0012,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0013,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0014,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3846; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0015,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0016,2,Q013-C11,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0017,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0018,2,Q013-C11,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0019,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0020,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3846; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0021,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0022,3,Q013-C03;Q013-C04;Q013-C01;Q013-C02;Q013-C05,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0023,3,Q013-C01;Q013-C02;Q013-C05;Q013-C03;Q013-C04,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0024,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0025,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3846; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0026,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0027,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0028,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4444; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0029,2,Q013-C05,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0030,2,Q013-C11,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0031,2,Q013-C03,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.7778; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0032,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5556; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0033,3,Q013-C03;Q013-C04;Q013-C01;Q013-C05,full_claim,direct,high,accept,nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0034,2,Q013-C03;Q013-C04,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.7778; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0035,3,Q013-C05;Q013-C06;Q013-C07;Q013-C08;Q013-C02,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0036,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6364; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0037,3,Q013-C09;Q013-C01,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0038,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0039,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6250; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0040,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4545; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0041,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6250; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0042,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0043,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0044,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0045,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6250; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0046,3,Q013-C10,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0047,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4444; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0048,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6250; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0049,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0050,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0051,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0052,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3846; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0053,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0054,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0055,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0056,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0057,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.7000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0058,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0059,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0060,2,Q013-C11,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8000; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0061,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0062,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0063,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0064,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4615; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0065,3,Q013-C11,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0066,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0067,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0068,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0069,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0070,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0071,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0072,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0073,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6000; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0074,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q013,Q013-E0075,3,Q013-C11,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,false,false,false,true,document_only_evidence,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0001,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0002,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0003,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0004,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0005,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0006,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0007,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0008,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0009,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0010,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0011,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0012,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0013,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0014,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0015,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0016,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0017,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0018,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0019,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0020,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0021,2,Q014-C02,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8333; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0022,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0023,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0024,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0025,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q014,Q014-E0026,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
