question_id,claim_id,claim_text,claim_type,required_for_complete_answer,source_ground_truth,original_claim_id,review_action,review_notes,status,reviewer_type
Q016,Q016-C04,"Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia.",temporal,true,"Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar. Una dieta equilibrada incluye alimentos de todos los grupos (verduras, frutas, legum bres, pescados y carnes) en cantidades suficientes.
Algunas personas en quimio o radioterapia mantienen un estado nutri tivo adecuado, sin padecer efectos secundarios (diarrea, estreñimiento, náuseas, etc.) o experimentándolos en forma muy leve.
Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia. Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual. En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",Q016-C04,keep,keep,active,single_human_reviewer
Q016,Q016-C05,"Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",recommendation,true,"Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar. Una dieta equilibrada incluye alimentos de todos los grupos (verduras, frutas, legum bres, pescados y carnes) en cantidades suficientes.
Algunas personas en quimio o radioterapia mantienen un estado nutri tivo adecuado, sin padecer efectos secundarios (diarrea, estreñimiento, náuseas, etc.) o experimentándolos en forma muy leve.
Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia. Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual. En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",Q016-C05,keep,keep,active,single_human_reviewer
Q016,Q016-C06,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",factual,true,"Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar. Una dieta equilibrada incluye alimentos de todos los grupos (verduras, frutas, legum bres, pescados y carnes) en cantidades suficientes.
Algunas personas en quimio o radioterapia mantienen un estado nutri tivo adecuado, sin padecer efectos secundarios (diarrea, estreñimiento, náuseas, etc.) o experimentándolos en forma muy leve.
Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia. Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual. En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",Q016-C06,keep,keep,active,single_human_reviewer
Q017,Q017-C01,"Audición de un sonido (como un timbrazos, chillidos o zumbidos) cuando no hay sonido externo presente",factual,true,"Audición de un sonido (como un timbrazos, chillidos o zumbidos) cuando no hay sonido externo presente",Q017-C01,not_reviewed,No estaba marcado para revisión de segmentación.,active,not_human_reviewed
Q018,Q018-C01,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups.",quantitative,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C01,keep,keep,active,single_human_reviewer
Q018,Q018-C02,Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence.,factual,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C02,rewrite,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence.,active,single_human_reviewer
Q018,Q018-C03,Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence,factual,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C03,rewrite,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence,active,single_human_reviewer
Q018,Q018-C04,"Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental",quantitative,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C04,keep,keep,active,single_human_reviewer
Q018,Q018-C05,"este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.",quantitative,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C05,keep,keep,active,single_human_reviewer
Q018,Q018-C06,"Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",temporal,true,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups. Several studies have shown the prognostic
Value of ROR score in estimating risk of disease recurrence

Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental

este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol. Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",Q018-C06,keep,keep,active,single_human_reviewer
Q019,Q019-C01,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,effect_or_symptom,true,"Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.
Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento

Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.

Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama

Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",Q019-C01,keep,keep,active,single_human_reviewer
Q019,Q019-C02,Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento,recommendation,true,"Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.
Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento

Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.

Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama

Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",Q019-C02,keep,keep,active,single_human_reviewer
Q019,Q019-C03,"Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.",factual,true,"Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.
Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento

Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.

Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama

Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",Q019-C03,keep,keep,active,single_human_reviewer
Q019,Q019-C04,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,factual,true,"Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.
Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento

Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.

Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama

Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",Q019-C04,keep,keep,active,single_human_reviewer
Q019,Q019-C05,"Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",factual,true,"Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.
Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento

Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.

Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama

Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",Q019-C05,rewrite,"rewrite to: Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",active,single_human_reviewer
Q020,Q020-C01,Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos).,definition,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C01,keep,keep,active,single_human_reviewer
Q020,Q020-C03,"En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.",recommendation,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C03,keep,keep,active,single_human_reviewer
Q020,Q020-C04,Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.,recommendation,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C04,keep,keep,active,single_human_reviewer
Q020,Q020-C05,Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.,recommendation,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C05,keep,keep,active,single_human_reviewer
Q020,Q020-C06,"Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).",recommendation,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C06,keep,keep,active,single_human_reviewer
Q020,Q020-C07,Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento,factual,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C07,keep,keep,active,single_human_reviewer
Q020,Q020-C08,revisar interacciones con el uso de antidepresivos,factual,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C08,keep,keep,active,single_human_reviewer
Q020,Q020-C09,se recomienda revisión ginecológica anual.,recommendation,true,"Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos). Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.
En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.
Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.

Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.

Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).

Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento; revisar interacciones con el uso de antidepresivos; se recomienda revisión ginecológica anual.

Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.

Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.
Su médico lo/la vigilará para detectar signos de trombosis.
Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.
Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.

Patients on tamoxifen treatment will require age-appropriate gynecological screening.",Q020-C09,keep,keep,active,single_human_reviewer
