question_id,original_claim_id,original_claim_text,review_action,final_claim_id,final_claim_text,required_for_complete_answer,reason,evidence_revalidation_required,status,reviewer_type
Q021,Q021-C04,"Cuando los niveles de estrógenos están bajos, esto puede afectar a la recuperación muscular, por lo que tienes que dejar, al menos, un día de recuperación entre sesiones de media intensidad.",not_reviewed,Q021-C04,"Cuando los niveles de estrógenos están bajos, esto puede afectar a la recuperación muscular, por lo que tienes que dejar, al menos, un día de recuperación entre sesiones de media intensidad.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q021,Q021-C05,Deben respetarse 48 h mínimo de recuperación entre sesiones de intensidad alta y observar si la recuperación es buena y sin fatiga.,not_reviewed,Q021-C05,Deben respetarse 48 h mínimo de recuperación entre sesiones de intensidad alta y observar si la recuperación es buena y sin fatiga.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q021,Q021-C06,"Si no es así, deben aumentarse los días de recuperación entre sesiones",not_reviewed,Q021-C06,"Si no es así, deben aumentarse los días de recuperación entre sesiones",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q021,Q021-C07,"Los niveles reducidos de estrógenos y andrógenos están asocia dos con alteraciones en la estructura del tejido genital, incluida la red nerviosa, pudiendo producir molestias o una disminución de las sen saciones a nivel genital disminuyendo la satisfacción sexual.",not_reviewed,Q021-C07,"Los niveles reducidos de estrógenos y andrógenos están asocia dos con alteraciones en la estructura del tejido genital, incluida la red nerviosa, pudiendo producir molestias o una disminución de las sen saciones a nivel genital disminuyendo la satisfacción sexual.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q022,Q022-C01,"Los antidepresivos del tipo inhibidores selectivos de la recaptación de serotonina (ISRS) se deben utilizar con precaución en mujeres con cáncer de mama que reciban tratamiento adyuvante con tamoxifeno, ya que algunos pueden reducir su metabolismo.",not_reviewed,Q022-C01,"Los antidepresivos del tipo inhibidores selectivos de la recaptación de serotonina (ISRS) se deben utilizar con precaución en mujeres con cáncer de mama que reciban tratamiento adyuvante con tamoxifeno, ya que algunos pueden reducir su metabolismo.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q022,Q022-C02,En este caso puede ser útil la cimicifuga racemosa.,not_reviewed,Q022-C02,En este caso puede ser útil la cimicifuga racemosa.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q023,Q023-C01,"La quimioterapia induce insuficiencia ovárica en más del 80 % de las mujeres mayores de 40 años y en más del 20 % de las mujeres mayores de 30, además, por su parte, la terapia endocrina tiene como objetivo reducir los niveles de estrógenos del organismo, provocando síntomas muy severos relacionados con la menopausia.",not_reviewed,Q023-C01,"La quimioterapia induce insuficiencia ovárica en más del 80 % de las mujeres mayores de 40 años y en más del 20 % de las mujeres mayores de 30, además, por su parte, la terapia endocrina tiene como objetivo reducir los niveles de estrógenos del organismo, provocando síntomas muy severos relacionados con la menopausia.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q023,Q023-C02,"Por tanto, es indispensa ble informar y conversar sobre la criopreservación de ovocitos, espe cialmente en las pacientes más jóvenes, antes de la quimioterapia o la ovariectomía profiláctica, por si después quieren tener hijos.",not_reviewed,Q023-C02,"Por tanto, es indispensa ble informar y conversar sobre la criopreservación de ovocitos, espe cialmente en las pacientes más jóvenes, antes de la quimioterapia o la ovariectomía profiláctica, por si después quieren tener hijos.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q023,Q023-C03,"disminución que dependerá del tipo de quimioterapia, la dosis y la edad de la paciente, a mayor edad hay mayor riesgo.",not_reviewed,Q023-C03,"disminución que dependerá del tipo de quimioterapia, la dosis y la edad de la paciente, a mayor edad hay mayor riesgo.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q024,Q024-C01,"Dispareunia: dolor o molestia antes, durante o después de la unión sexual.",not_reviewed,Q024-C01,"Dispareunia: dolor o molestia antes, durante o después de la unión sexual.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C01,Available data suggest that pregnancy is safe after breast cancer treatment,not_reviewed,Q025-C01,Available data suggest that pregnancy is safe after breast cancer treatment,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C02,No existen contraindicaciones para quedar embarazada después de tener cáncer de mama.,not_reviewed,Q025-C02,No existen contraindicaciones para quedar embarazada después de tener cáncer de mama.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C03,"Sin embargo, hay varios puntos importantes a considerar, especialmente en el caso de cáncer de mama RE positivo, debido a la larga duración de la terapia endocrina.",not_reviewed,Q025-C03,"Sin embargo, hay varios puntos importantes a considerar, especialmente en el caso de cáncer de mama RE positivo, debido a la larga duración de la terapia endocrina.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C04,La terapia endocrina debe suspenderse antes de tratar de quedar embarazada y debe reanudarse después del parto y la lactancia.,not_reviewed,Q025-C04,La terapia endocrina debe suspenderse antes de tratar de quedar embarazada y debe reanudarse después del parto y la lactancia.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C05,"Si usted desea quedar embarazada, por favor discuta todas estas cuestiones cuidadosamente con su médico.",not_reviewed,Q025-C05,"Si usted desea quedar embarazada, por favor discuta todas estas cuestiones cuidadosamente con su médico.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C06,"La mayoría de las guías recomiendan posponer el embarazo duran te al menos 2 años después del tratamiento del cáncer de mama, según el estadio y el tratamiento recibido.",not_reviewed,Q025-C06,"La mayoría de las guías recomiendan posponer el embarazo duran te al menos 2 años después del tratamiento del cáncer de mama, según el estadio y el tratamiento recibido.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C07,"Sin embargo, es poco probable que las mujeres con enfermedad localizada empeoren el pronóstico si se quedan embarazadas.",not_reviewed,Q025-C07,"Sin embargo, es poco probable que las mujeres con enfermedad localizada empeoren el pronóstico si se quedan embarazadas.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q025,Q025-C08,"Estudios recientes evidencian que, en pacientes con cáncer de mama, pausar la terapia endocrina para poder quedarse embara zadas —bajo control médico y durante un periodo temporal que no supere los 2 años— no incrementa el riesgo de recaída a corto pla zo.",not_reviewed,Q025-C08,"Estudios recientes evidencian que, en pacientes con cáncer de mama, pausar la terapia endocrina para poder quedarse embara zadas —bajo control médico y durante un periodo temporal que no supere los 2 años— no incrementa el riesgo de recaída a corto pla zo.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q026,Q026-C01,"El cáncer de mama tiene un origen multifactorial, y, en la mayoría de los casos, no se puede identificar de forma clara la causa.",keep,Q026-C01,"El cáncer de mama tiene un origen multifactorial, y, en la mayoría de los casos, no se puede identificar de forma clara la causa.",true,keep,false,active,single_human_reviewer
Q026,Q026-C02,"Sí conocemos sin embargo muchos factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",rewrite,Q026-C02,"Existen varios factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",true,"rewrite to: Existen varios factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",true,active,single_human_reviewer
Q026,Q026-C03,La mayor parte de los ellos se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,rewrite,Q026-C03,La mayor parte de los factores de riesgo se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,true,rewrite to: La mayor parte de los factores de riesgo se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,true,active,single_human_reviewer
Q026,Q026-C04,La edad es el principal factor de riesgo para padecer un cáncer de mama.,keep,Q026-C04,La edad es el principal factor de riesgo para padecer un cáncer de mama.,true,keep,false,active,single_human_reviewer
Q026,Q026-C05,El riesgo aumenta al aumentar la edad.,keep,Q026-C05,El riesgo aumenta al aumentar la edad.,true,keep,false,active,single_human_reviewer
Q026,Q026-C06,"Historia personal de cáncer de mama invasivo (las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral), carcinoma ductal in situ o lesiones benignas como la hiperplasia epitelial atípica.",rewrite,Q026-C06,"La historia personal puede ser un factor de riesgo para padecer cáncer de mama. Por ejemplo, las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral.",true,"rewrite to: La historia personal puede ser un factor de riesgo para padecer cáncer de mama. Por ejemplo, las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral.",true,active,single_human_reviewer
Q026,Q026-C07,Densidad mamaria elevada en las mamografías.,keep,Q026-C07,Densidad mamaria elevada en las mamografías.,true,keep,false,active,single_human_reviewer
Q026,Q026-C08,"Historia menstrual larga, con una menarquia (edad de primera regla) temprana o una menopausia tardía 5.",keep,Q026-C08,"Historia menstrual larga, con una menarquia (edad de primera regla) temprana o una menopausia tardía 5.",true,keep,false,active,single_human_reviewer
Q026,Q026-C09,"Exposición a radiaciones ionizantes, sobre todo durante la pubertad 6.",keep,Q026-C09,"Exposición a radiaciones ionizantes, sobre todo durante la pubertad 6.",true,keep,false,active,single_human_reviewer
Q026,Q026-C10,"Factores genéticos como mutaciones hereditarias en genes que asocian un aumento del riesgo de cáncer de mama, como BRCA1, BRCA2, PALB2, PTEN, TP53, ATM o CHEK 2entre otros.",keep,Q026-C10,"Factores genéticos como mutaciones hereditarias en genes que asocian un aumento del riesgo de cáncer de mama, como BRCA1, BRCA2, PALB2, PTEN, TP53, ATM o CHEK 2entre otros.",true,keep,false,active,single_human_reviewer
Q026,Q026-C11,Factores de riesgo modificables: 8.,reject,,,false,reject,false,retired,single_human_reviewer
Q026,Q026-C12,"Factores reproductivos como la nuliparidad (no haber estado embarazada nunca), un primer embarazo por encima de los 30 años o la ausencia de lactancia materna.",keep,Q026-C12,"Factores reproductivos como la nuliparidad (no haber estado embarazada nunca), un primer embarazo por encima de los 30 años o la ausencia de lactancia materna.",true,keep,false,active,single_human_reviewer
Q026,Q026-C13,"El uso de terapia hormonal sustitutiva después de la menopausia aumenta el riesgo de cáncer de mama así como el uso de anticonceptivos orales, aunque el incremento absoluto es bajo..",keep,Q026-C13,"El uso de terapia hormonal sustitutiva después de la menopausia aumenta el riesgo de cáncer de mama así como el uso de anticonceptivos orales, aunque el incremento absoluto es bajo..",true,keep,false,active,single_human_reviewer
Q026,Q026-C14,Consumo de alcohol.,rewrite,Q026-C14,El consumo de alcohol es un factor de riesgo para el cáncer de mama.,true,rewrite to: El consumo de alcohol es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C15,"Sobrepeso y obesidad, ya que la grasa es la principal fuente de estrógenos tras la menopausia.",keep,Q026-C15,"Sobrepeso y obesidad, ya que la grasa es la principal fuente de estrógenos tras la menopausia.",true,keep,false,active,single_human_reviewer
Q026,Q026-C16,Sedentarismo 13.,rewrite,Q026-C16,El sedentarismo es un factor de riesgo para el cáncer de mama.,true,rewrite to: El sedentarismo es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C17,"Dietas inadecuadas, alejadas de la dieta mediterránea",keep,Q026-C17,"Dietas inadecuadas, alejadas de la dieta mediterránea",true,keep,false,active,single_human_reviewer
Q026,Q026-C18,"Se desconoce la causa precisa del cáncer de mama, pero se han identificado diversos factores de riesgo que pueden aumentar la probabilidad de desarrollar la enfermedad.",keep,Q026-C18,"Se desconoce la causa precisa del cáncer de mama, pero se han identificado diversos factores de riesgo que pueden aumentar la probabilidad de desarrollar la enfermedad.",true,keep,false,active,single_human_reviewer
Q026,Q026-C19,"Es importante recordar que el hecho de tener un factor de riesgo aumenta el riesgo de desarrollar cáncer, pero eso no significa que se vaya a padecer cáncer seguro.",keep,Q026-C19,"Es importante recordar que el hecho de tener un factor de riesgo aumenta el riesgo de desarrollar cáncer, pero eso no significa que se vaya a padecer cáncer seguro.",true,keep,false,active,single_human_reviewer
Q026,Q026-C20,"De la misma forma, el hecho de no tener un factor de riesgo no significa que nunca se vaya a padecer cáncer.",keep,Q026-C20,"De la misma forma, el hecho de no tener un factor de riesgo no significa que nunca se vaya a padecer cáncer.",true,keep,false,active,single_human_reviewer
Q026,Q026-C21,Género femenino,rewrite,Q026-C21,El género femenino es un factor de riesgo para el cáncer de mama.,true,rewrite to: El género femenino es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C22,Edad avanzada,rewrite,Q026-C22,La edad avanzada es un factor de riesgo para el cáncer de mama.,true,rewrite to: La edad avanzada es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C23,Predisposición genética (Antecedentes familiares o mutaciones en ciertos genes),keep,Q026-C23,Predisposición genética (Antecedentes familiares o mutaciones en ciertos genes),true,keep,false,active,single_human_reviewer
Q026,Q026-C24,Exposición a estrógenos,keep,Q026-C24,Exposición a estrógenos,true,keep,false,active,single_human_reviewer
Q026,Q026-C25,Exposición a radiaciones ionizantes,keep,Q026-C25,Exposición a radiaciones ionizantes,true,keep,false,active,single_human_reviewer
Q026,Q026-C26,Tener pocos hijos,keep,Q026-C26,Tener pocos hijos,true,keep,false,active,single_human_reviewer
Q026,Q026-C27,Historia de hiperplasia atípica,keep,Q026-C27,Historia de hiperplasia atípica,true,keep,false,active,single_human_reviewer
Q026,Q026-C28,Obesidad,rewrite,Q026-C28,La obesidad es un factor de riesgo para el cáncer de mama.,true,rewrite to: La obesidad es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C29,Alcohol,rewrite,Q026-C29,El alcohol es un factor de riesgo para el cáncer de mama.,true,rewrite to: El alcohol es un factor de riesgo para el cáncer de mama.,true,active,single_human_reviewer
Q026,Q026-C30,La historia familiar de cáncer de mama,keep,Q026-C30,La historia familiar de cáncer de mama,true,keep,false,active,single_human_reviewer
Q026,Q026-C31,"Para las mujeres con un pariente de primer grado (padre/madre, hermano/a o hijo/a) con cáncer de mama se dobla el riesgo de desarrollar cáncer de mama en comparación con una mujer sin antecedentes familiares de este tipo.",keep,Q026-C31,"Para las mujeres con un pariente de primer grado (padre/madre, hermano/a o hijo/a) con cáncer de mama se dobla el riesgo de desarrollar cáncer de mama en comparación con una mujer sin antecedentes familiares de este tipo.",true,keep,false,active,single_human_reviewer
Q026,Q026-C32,El riesgo se triplica si esa familiar fue diagnosticada con cáncer de mama antes de la menopausia.,reject,,,false,reject. El claim no responde a la pregunta,false,retired,single_human_reviewer
Q027,Q027-C01,"Para la solicitud de pruebas de imagen de mama, tanto desde Atención Primaria como de Atención Especializada, se utilizará la petición electrónica, desde las plataformas Diraya y PDI.",not_reviewed,Q027-C01,"Para la solicitud de pruebas de imagen de mama, tanto desde Atención Primaria como de Atención Especializada, se utilizará la petición electrónica, desde las plataformas Diraya y PDI.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q027,Q027-C02,"Es imprescindible detallar en el campo ""justificación clínica"" la indicación de la prueba.",not_reviewed,Q027-C02,"Es imprescindible detallar en el campo ""justificación clínica"" la indicación de la prueba.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q027,Q027-C03,"En esta petición se debe señalar la prioridad de la prueba (1 normal, 2 preferente y 3 urgente) y la fecha ideal de realización.",not_reviewed,Q027-C03,"En esta petición se debe señalar la prioridad de la prueba (1 normal, 2 preferente y 3 urgente) y la fecha ideal de realización.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q027,Q027-C04,En los controles periódicos es importante reflejar la siguiente fecha de revisión en consulta.,not_reviewed,Q027-C04,En los controles periódicos es importante reflejar la siguiente fecha de revisión en consulta.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q028,Q028-C01,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,keep,Q028-C01,Mutations in BRCA1 and BRCA2 high penetrance genes account for most hereditary breast and ovarian cancer.,true,keep,false,active,single_human_reviewer
Q028,Q028-C02,"Most breast and ovarian cancers are sporadic, while hereditary predisposition accounts for 10–15% of the cases, principally with respect to germline mutations in high penetrance BRCA1/2 genes.",keep,Q028-C02,"Most breast and ovarian cancers are sporadic, while hereditary predisposition accounts for 10–15% of the cases, principally with respect to germline mutations in high penetrance BRCA1/2 genes.",true,keep,false,active,single_human_reviewer
Q028,Q028-C03,"Cumulative BC risk for BRCA1 and BRCA2 mutation carriers at 70 years of age is about 57%, respectively, while cumulative OC risk is approximately 40% for BRCA1 and 18% for BRCA2 muta tion carriers",keep,Q028-C03,"Cumulative BC risk for BRCA1 and BRCA2 mutation carriers at 70 years of age is about 57%, respectively, while cumulative OC risk is approximately 40% for BRCA1 and 18% for BRCA2 muta tion carriers",true,keep,false,active,single_human_reviewer
Q028,Q028-C04,"BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC).",keep,Q028-C04,"BRCA1 and BRCA2 are the most common mutated susceptibility genes in both tumors, followed by PALB2 (in BC) and genes with pathogenic variants that confer moderate penetrance cancer risk, such as ATM/CHEK2 (in BC) and BRIP1, RAD51C, RAD51D, MLH1, MSH2, and MSH6 (in OvC).",true,keep,false,active,single_human_reviewer
Q028,Q028-C05,se cree que más del 90% de los cánceres hereditarios de mama y ovario se deben a una mutación del gen BRCA1 o BRCA2.,keep,Q028-C05,se cree que más del 90% de los cánceres hereditarios de mama y ovario se deben a una mutación del gen BRCA1 o BRCA2.,true,keep,false,active,single_human_reviewer
Q028,Q028-C06,"BRCA1: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",keep,Q028-C06,"BRCA1: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",true,keep,false,active,single_human_reviewer
Q028,Q028-C07,"BRCA2: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",keep,Q028-C07,"BRCA2: Gen que cuando ha mutado (no funciona correctamente), se asocia con un riesgo muy alto de cáncer de mama y de ovario",true,keep,false,active,single_human_reviewer
Q028,Q028-C08,La mayor parte de los cánceres de mama hereditarios ocurren en los genes BRCA 1 y 2.,keep,Q028-C08,La mayor parte de los cánceres de mama hereditarios ocurren en los genes BRCA 1 y 2.,true,keep,false,active,single_human_reviewer
Q028,Q028-C09,"[...] Existen otros genes como PALB2, TP53, CDH1, PTEN, ATM o CHEK2 que también aumentan la probabilidad de padecer un cáncer de mama a lo largo de la vida.",keep,Q028-C09,"[...] Existen otros genes como PALB2, TP53, CDH1, PTEN, ATM o CHEK2 que también aumentan la probabilidad de padecer un cáncer de mama a lo largo de la vida.",true,keep,false,active,single_human_reviewer
Q028,Q028-C10,BRCA and BRCA2 are high-penetrance cancer susceptibility genes [...] mutated in 5% of unselected BC patients.,keep,Q028-C10,BRCA and BRCA2 are high-penetrance cancer susceptibility genes [...] mutated in 5% of unselected BC patients.,true,keep,false,active,single_human_reviewer
Q028,Q028-C11,"[...] incidence can be higher among males with either genetic disorders or germline mutations in cancer susceptibility genes (BRCA2, CHEK2, ATM and PALB2)",keep,Q028-C11,"[...] incidence can be higher among males with either genetic disorders or germline mutations in cancer susceptibility genes (BRCA2, CHEK2, ATM and PALB2)",true,keep,false,active,single_human_reviewer
Q029,Q029-C01,"PANCITOPENIA Niveles bajos de glóbulos rojos, glóbulos blancos y plaquetas en la sangre",not_reviewed,Q029-C01,"PANCITOPENIA Niveles bajos de glóbulos rojos, glóbulos blancos y plaquetas en la sangre",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q030,Q030-C01,DISNEA Falta de aliento,not_reviewed,Q030-C01,DISNEA Falta de aliento,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q030,Q030-C02,sensación de falta de aire o disnea,not_reviewed,Q030-C02,sensación de falta de aire o disnea,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q030,Q030-C03,"síntomas de la anemia dependerán de su grado (cansancio o astenia, palidez de las mucosas, fatiga o disnea...)",not_reviewed,Q030-C03,"síntomas de la anemia dependerán de su grado (cansancio o astenia, palidez de las mucosas, fatiga o disnea...)",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q031,Q031-C01,Nivel anormalmente alto de proteína en la orina.,not_reviewed,Q031-C01,Nivel anormalmente alto de proteína en la orina.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q031,Q031-C02,Puede indicar disfunción renal,not_reviewed,Q031-C02,Puede indicar disfunción renal,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
